Title,References,Included,Choper (2011)+S - DeBruyne,Farber (2013)+S - DeBruyne,Barnett (2013)+S - DeBruyne,Stone (2013)+S - DeBruyne,Sullivan (2013)+S - Eichenberger,Varat (2013?)+S - Eichenberger,Chemerinsky (2013)+S -Taylor,Rotunda (2012?)+S -Taylor,Funk -Taylor,Maggs-Taylor,Paulson (2013)+S - DeBruyne,Shanor (2009)+S - DeBruyne,Young-Eichenberger,Massey (2012)+S - DeBruyne,Weaver (2013)+S - DeBruyne,Brettschneider-Eichenberger,Epstein-Walker (Vol 1) (2013)+S - Eichenberger,Epstein-Walker (Vol 2) (2013)+S - Eichenberger,Fisher (Vol 1) 10e (2013) - Taylor,Fisher (Vol 2) 10e (2013) - Taylor,Murphy et al. (2013) - DeBruyne,Gillman et al. Vol 1 (2012) - DeBruyne,Gillman et al. Vol 2 (2012) - DeBruyne,Citation,ID,Date,Category,Issue,Legal Provision
"Public Utils. Commn. v. Pollak",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Quill Corp. v. North Dakota",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Railroad Company v. Brown",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"84 U.S. 445,156 U.S. 386,241 U.S. 223","1915-183","1916-05-22","Criminal Procedure","jury trial (right to, as distinct from extra-legal jury influences)","Constitutional Amendment: Seventh Amendment"
"Rankin v. McPherson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"483 U.S. 378","1986-151","1987-06-24","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Regan v. Taxation with Representation of Wash.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Respublica v. Oswald",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Retail Industry Leaders Association v. Fielder",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Rice v. Paladin",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Richardson v. Ramirez",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"418 U.S. 24","1973-154","1974-06-24","Civil Rights","voting","Constitutional Amendment: Fourteenth Amendment (reduction in representation clause)"
"Riley v. California",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"573 U.S. 373","2013-065","2014-06-25","Criminal Procedure","search and seizure (other than as pertains to vehicles or Crime Control Act)","Constitutional Amendment: Fourth Amendment (NA)"
"Roberts v. City of Boston",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Rochin v. California",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"342 U.S. 165","1951-019","1952-01-02","Criminal Procedure","involuntary confession","Constitutional Amendment: Fifth Amendment (self-incrimination)"
"Rogers v. Bellei",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"401 U.S. 815","1970-079","1971-04-05","Civil Rights","immigration and naturalization: loss of citizenship, denaturalization","Constitutional Amendment: Fourteenth Amendment (citizenship clause)"
"Rohan v. Sawin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Roper v. Simmons",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"543 U.S. 551","2004-024","2005-03-01","Criminal Procedure","cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)","Constitutional Amendment: Eighth Amendment (cruel and unusual punishment)"
"Rose, et al. v. Council for Better Education",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Ross v. McIntyre",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Rubin v. Coors Brewing Co.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Runyon v. McCrary",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"427 U.S. 160","1975-150","1976-06-25","Civil Rights","desegregation, schools","Federal Statute: Reconstruction Civil Rights Acts (42 U.S.C. § 1981)"
"Rutan v. Republican Party of Illinois",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"497 U.S. 62","1989-120","1990-06-21","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Rutgers v. Waddington",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Sabri v. United States",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"541 U.S. 600","2003-061","2004-05-17","Federalism","national supremacy: miscellaneous","Infrequently litigated statutes: Infrequently litigated statutes (18 U.S.C. § 666)"
"Sacramento, County of v. Lewis",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Safford Unified School District #1 v. Redding",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"San Francisco Arts & Athletics, Inc. v. United States",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72 U.S. 338,96 U.S. 354,188 U.S. 375","1902-058","1903-02-23","Economic Activity","miscellaneous economic regulation","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"Sandin v. Conner",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"515 U.S. 472","1994-080","1995-06-19","Due Process","due process: prisoners' rights and defendants' rights","Constitutional Amendment: Fourteenth Amendment (due process)"
"Scales v. United States",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"355 U.S. 1,367 U.S. 203","1960-115","1961-06-05","First Amendment","federal or state internal security legislation: Smith, Internal Security, and related federal statutes","Federal Statute: Smith, Subversive Activities Control, Communist Control, or other similar federal legislation (also see 346)"
"Schacht v. United States",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"398 U.S. 58","1969-097","1970-05-25","First Amendment","protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees","Infrequently litigated statutes: Infrequently litigated statutes (18 U.S.C. § 772)"
"Schneider v. New Jersey",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Schneider v. State",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"150 U.S. 517,225 U.S. 347,308 U.S. 147,320 U.S. 118,372 U.S. 224,377 U.S. 163,390 U.S. 17","1967-059","1968-01-16","First Amendment","federal or state internal security legislation: Smith, Internal Security, and related federal statutes","Constitutional Amendment: First Amendment (association)"
"Schneiderman v. United States",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"150 U.S. 517,320 U.S. 118,390 U.S. 17","1967-059","1968-01-16","First Amendment","federal or state internal security legislation: Smith, Internal Security, and related federal statutes","Constitutional Amendment: First Amendment (association)"
"Scott v. Emerson",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Scott v. Sandford",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"60 U.S. 393","1856-063","1857-02-27","Economic Activity","liability, other than as in sufficiency of evidence, election of remedies, punitive damages","State or local law or regulation: State or Local Law Regulation"
"Secretary of State of Maryland v. Joseph H. Munson Co., Inc. ",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"467 U.S. 947","1983-139","1984-06-26","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitution: Article III, Section 2, Paragraph 1 (case or controversy requirement)"
"Shaffer v. United States",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Sheldon v. Sill",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"49 U.S. 441","1850-030","1850-02-21","Judicial Power","miscellaneous judicial power, especially diversity jurisdiction","Constitution: Article III, Section 2, Paragraph 1 (case or controversy requirement)"
"Shield Law Near v. Minnesota",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"283 U.S. 697","1930-084","1931-06-01","First Amendment","libel, defamation: defamation of public officials and public and private persons","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Simon & Schuster, Inc. v. New York State Crime Victims Board",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Skinner v. Railway Labor Executives Association ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Snepp v. United States ",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"444 U.S. 507","1979-032","1980-02-19","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","0: 0"
"Solid Waste Agency of Northern Cook County v. United States Army Corps of Engineers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"138 U.S. 157,288 U.S. 102,531 U.S. 159","2000-010","2001-01-09","Economic Activity","natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)","Infrequently litigated statutes: Infrequently litigated statutes (33 U.S.C. § 1334)"
"Somerset v. Stewart",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Sonzinsky v. United States",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"300 U.S. 506","1936-158","1937-03-29","Criminal Procedure","statutory construction of criminal laws: firearms","Infrequently litigated statutes: Infrequently litigated statutes (criminal law, firearms)"
"Sosna v. Iowa",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"419 U.S. 393","1974-020","1975-01-14","Civil Rights","residency requirements: durational, plus discrimination against nonresidents","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"South-Central Timber Development, Inc v. Commissioner, Department of Natural Resources of Alaska",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"467 U.S. 82","1983-102","1984-05-22","Federalism","national supremacy: natural resources (cf. natural resources - environmental protection)","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause) (NA)"
"Southeastern Promotions v. Conrad",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"420 U.S. 546","1974-066","1975-03-18","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Spector Motor Service v. O'Connor",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"340 U.S. 602","1950-051","1951-03-26","Economic Activity","state or local government tax","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"St. Amant v. Thompson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"390 U.S. 727","1967-109","1968-04-29","First Amendment","libel, defamation: defamation of public officials and public and private persons","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Stafford v. Wallace",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"258 U.S. 495","1921-107","1922-05-01","Economic Activity","federal or state consumer protection: typically under the Truth in Lending; Food, Drug and Cosmetic; and Consumer Protection Credit Acts","Federal Statute: Federal Food, Drug, and Cosmetic, and related statutes"
"State ex rel. Runge v. Anderson",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"State v. Buzzard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"State v. Post",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"148 U.S. 124,250 U.S. 188,255 U.S. 407,268 U.S. 388,456 U.S. 595","1981-093","1982-05-17","Privacy","Freedom of Information Act and related federal or state statutes or regulations","Federal Statute: Freedom of Information, Sunshine, or Privacy Act"
"Stop the Beach Renourishment, Inc. v. Florida Dept. of Enviornmental Protection",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Stromberg. California",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Stuart v. Laird",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5 U.S. 299","1803-018","1803-03-02","Judicial Power","judicial administration: jurisdiction or authority of federal district courts or territorial courts","Infrequently litigated statutes: Infrequently litigated statutes (Act of Congress of April 24, 1802)"
"Sweatt v. Painter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"339 U.S. 629","1949-084","1950-06-05","Civil Rights","desegregation, schools","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Tashjian v. Republican Party of Connecticut",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"479 U.S. 208","1986-014","1986-12-10","Civil Rights","ballot access (of candidates and political parties)","Constitutional Amendment: First Amendment (association)"
"Taylor v. Porter & Ford",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Tennessee v. Lane",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"541 U.S. 509","2003-059","2004-05-17","Civil Rights","handicapped, rights of: under Rehabilitation, Americans with Disabilities Act, and related statutes","Federal Statute: Americans with Disabilities Act"
"Texas Monthly v. Bullock",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"489 U.S. 1","1988-029","1989-02-21","First Amendment","establishment of religion (other than as pertains to parochiaid:)","Constitutional Amendment: First Amendment (establishment of religion)"
"The AT&T Cases",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"The Florida Star v. B.J.F",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Thomas v. Chicago Park District",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"534 U.S. 316","2001-017","2002-01-15","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Thomas v. Review Board",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"450 U.S. 707","1980-065","1981-04-06","First Amendment","free exercise of religion","Constitutional Amendment: First Amendment (free exercise of religion) (NA)"
"Thompson v. Western States Med. Ctr.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Thornburgh v. Abbott",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"490 U.S. 401","1988-085","1989-05-15","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Thorton, Estate of v. Caldor, Inc. ",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Time, Inc. v. Hill",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"385 U.S. 374","1966-031","1967-01-09","First Amendment","libel, privacy: true and false light invasions of privacy","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Times Film Corp. v. Chicago",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"365 U.S. 43","1960-033","1961-01-23","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Torcaso v. Watkins",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"367 U.S. 488","1960-129","1961-06-19","First Amendment","establishment of religion (other than as pertains to parochiaid:)","Constitutional Amendment: First Amendment (establishment of religion) (NA)"
"Train v. City of New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"420 U.S. 35","1974-033","1975-02-18","Economic Activity","natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)","Federal Statute: Federal Water Pollution Control (Clean Water), plus amendments"
"Trial of Clement Vallandigham",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Trimble v. Gordon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"430 U.S. 762","1976-091","1977-04-26","Civil Rights","illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Trop v. Dulles",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"356 U.S. 86","1957-072","1958-03-31","Civil Rights","immigration and naturalization: loss of citizenship, denaturalization","Federal Statute: Immigration and Naturalization, Immigration, Nationality, or Illegal Immigration Reform and Immigrant Responsibility Acts, as amended"
"Trustees of Dartmouth College v. Woodward",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"17 U.S. 518","1819-021","1819-02-25","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 10, Paragraph 1 (contract clause)"
"U.S. Dept. of Agric. v. Moreno",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"United States Parole Commn v. Geraghty ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"United States v. Ballard ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"81 U.S. 457,163 U.S. 662,322 U.S. 78","1943-132","1944-04-24","First Amendment","free exercise of religion","Constitutional Amendment: First Amendment (free exercise of religion)"
"United States v. Bhagat Singh Thind",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"261 U.S. 204","1922-107","1923-02-19","Civil Rights","immigration and naturalization: citizenship","No Legal Provision: No Legal Provision"
"United States v. Brown",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"32 U.S. 28,206 U.S. 240,213 U.S. 25,333 U.S. 18,348 U.S. 110,381 U.S. 437,536 U.S. 194,554 U.S. 60","2007-058","2008-06-19","Federalism","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","Federal Statute: National Labor Relations, as amended"
"United States v. Burr",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"49 U.S. 1,159 U.S. 78,289 U.S. 159","1932-070","1933-04-10","Judicial Power","judicial administration: jurisdiction or authority of federal courts of appeals","No Legal Provision: No Legal Provision"
"United States v. Calandra",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"414 U.S. 338","1973-029","1974-01-08","Criminal Procedure","search and seizure (other than as pertains to vehicles or Crime Control Act)","Other: Exclusionary Rule (Fourth Amendment)"
"United States v. Callender",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"123 U.S. 345,163 U.S. 499,192 U.S. 543,261 U.S. 317","1922-122","1923-03-12","Civil Rights","military: active duty","No Legal Provision: No Legal Provision"
"United States v. Cox",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"36 U.S. 162,44 U.S. 773,48 U.S. 833,58 U.S. 41,59 U.S. 100,95 U.S. 661","1877-099","1878-01-07","Federal Taxation","federal taxation of gifts, personal, business, or professional expenses","No Legal Provision: No Legal Provision"
"United States v. Cruikshank",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92 U.S. 542","1875-142","1876-03-27","Federalism","national supremacy: miscellaneous","Constitutional Amendment: Fourteenth Amendment (privileges and immunities clause)"
"United States v. Dewitt",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76 U.S. 41","1869-043","1870-02-21","Federalism","national supremacy: commodities","Infrequently litigated statutes: Infrequently litigated statutes (14 SAL 484)"
"United States v. Georgia ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"371 U.S. 285,546 U.S. 151","2005-014","2006-01-10","Federalism","national supremacy: miscellaneous","Federal Statute: Americans with Disabilities Act"
"United States v. Grace",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"95 U.S. 527,384 U.S. 424,395 U.S. 316,461 U.S. 171","1982-066","1983-04-20","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"United States v. Jones",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"33 U.S. 375,33 U.S. 399,33 U.S. 387,59 U.S. 92,68 U.S. 766,109 U.S. 513,119 U.S. 477,131 U.S. 1,134 U.S. 483,147 U.S. 672,149 U.S. 262,193 U.S. 528,236 U.S. 106,336 U.S. 641,345 U.S. 377,532 U.S. 483,565 U.S. 400","2011-020","2012-01-23","Criminal Procedure","search and seizure, vehicles","Constitutional Amendment: Fourth Amendment (NA)"
