term,docket,usCite,caseTitle,dateArgument,dateRearg,audioExists,advocatesPetitioner,advocatesRespondent,advocatesOther,dateDecision,caseLink
1955,"196","350 U.S. 3","Chessman v. Teets","","",false,"","","","1955-10-17","https://www.oyez.org/cases/1955/196"
1955,"11 Orig.","350 U.S. 5","Mississippi v. Louisiana","1955-10-10","",true,"","","ashton_stewart,gerard_brandon,james_thomas","1955-10-17","https://www.oyez.org/cases/1955/11_orig"
1955,"20","350 U.S. 46","Corn Products Refining Company v. Commissioner of Internal Revenue","1955-10-18","",true,"","","charles_rice,jay_kramer,samuel_mccain","1955-11-07","https://www.oyez.org/cases/1955/20"
1955,"26","350 U.S. 55","United States v. Anderson, Clayton & Company","1955-10-20","",true,"","","brian_holland,john_white","1955-11-07","https://www.oyez.org/cases/1955/26"
1955,"8","350 U.S. 61","Indian Towing Company, Inc. v. United States","1955-02-10","1955-10-13",true,"","","lester_jayson,richard_montgomery","1955-11-21","https://www.oyez.org/cases/1955/8"
1955,"28","350 U.S. 77","Neese v. Southern Railway Company","1955-11-07","",true,"","","henry_hammer,sidney_alderman","1955-11-21","https://www.oyez.org/cases/1955/28"
1955,"71","350 U.S. 79","Affronti v. United States","1955-11-15","",true,"","","harry_murphy,john_lindsay","1955-12-05","https://www.oyez.org/cases/1955/71"
1955,"112","350 U.S. 85","Reece v. Georgia","1955-11-09","",true,"","","daniel_duke","1955-12-05","https://www.oyez.org/cases/1955/112"
1955,"32,36","350 U.S. 91","Michel v. Louisiana","1955-11-08,1955-11-09","",true,"","","adrian_duplantier,felicien_lozes,george_fust,gerard_schreiber,leon_hubert,rudolph_becker","1955-12-05","https://www.oyez.org/cases/1955/32"
1955,"27","350 U.S. 107","National Labor Relations Board v. Warren Company, Inc.","1955-10-20","",true,"","","david_findling,john_weekes","1955-12-12","https://www.oyez.org/cases/1955/27"
1955,"10 Orig.","350 U.S. 114","Arizona v. California","1955-12-08","",true,"","","hatfield_chilson,john_frank,northcutt_ely,unknown_advocate,w_mathews","1955-12-08","https://www.oyez.org/cases/1955/10_orig"
1955,"45","350 U.S. 116","Pennsylvania ex rel. Herman v. Claudy","1955-11-14","",true,"","","herbert_levy,marjorie_matson,wray_zelt","1956-01-09","https://www.oyez.org/cases/1955/45"
1955,"4","350 U.S. 124","Ryan Stevedoring Company, Inc. v. Pan-Atlantic Steamship Corporation","1955-03-03,1955-03-04","1955-10-11,1955-10-12",true,"","","edward_behrens,leavenworth_colby,sidney_schwartz","1956-01-09","https://www.oyez.org/cases/1955/4"
1955,"46","350 U.S. 148","Rex Trailer Company, Inc. v. United States","1955-12-05","",true,"","","gustave_dongus,melvin_richter","1956-01-09","https://www.oyez.org/cases/1955/46"
1955,"33","350 U.S. 155","Local Union No. 25 of the International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America v. New York, New Haven & Hartford Railroad Company","1955-11-10","",true,"","","herbert_burstein,stephen_darcy","1956-01-09","https://www.oyez.org/cases/1955/33"
1955,"6","350 U.S. 162","Secretary of Agriculture v. United States","1955-10-12","",true,"","","marvin_frankel,samuel_howell,william_zearfaus","1956-01-09","https://www.oyez.org/cases/1955/6"
1955,"35,47","350 U.S. 179","United States v. Minker","1955-11-14,1955-11-15","",true,"","","george_fay,jacob_kossman,marvin_frankel","1956-01-16","https://www.oyez.org/cases/1955/35"
1955,"49","350 U.S. 198","Bernhardt v. Polygraphic Company of America, Inc.","1955-12-05","",true,"","","eugene_clark,guy_page,joseph_mcnamara,manfred_ehrich","1956-01-16","https://www.oyez.org/cases/1955/49"
1955,"30","350 U.S. 214","Rea v. United States","1955-11-10","",true,"","","beatrice_rosenberg,joseph_sommer","1956-01-16","https://www.oyez.org/cases/1955/30"
1955,"21","350 U.S. 222","United States v. Twin City Power Company","1955-10-18","",true,"","","david_robinson,ralph_spritzer","1956-01-23","https://www.oyez.org/cases/1955/21"
1955,"22","350 U.S. 247","Steiner v. Mitchell","1955-11-16","",true,"","","bessie_margolin,cecil_sims","1956-01-30","https://www.oyez.org/cases/1955/22"
1955,"39","350 U.S. 260","Mitchell v. King Packing Company","1955-11-16,1955-11-17","",true,"","","bessie_margolin,willard_johnston","1956-01-30","https://www.oyez.org/cases/1955/39"
1955,"79","350 U.S. 264","National Labor Relations Board v. Coca-Cola Bottling Company of Louisville, Inc.","1956-01-17","",true,"","","david_findling,john_skaggs","1956-02-27","https://www.oyez.org/cases/1955/79"
1955,"19","350 U.S. 270","Mastro Plastics Corporation v. National Labor Relations Board","1955-10-17","",true,"","","bernard_fitzpatrick,dominick_manoli","1956-02-27","https://www.oyez.org/cases/1955/19"
1955,"281","350 U.S. 299","United States v. Ryan","1956-01-19","",true,"","","louis_waldman,oscar_davis","1956-02-27","https://www.oyez.org/cases/1955/281"
1955,"286,287","350 U.S. 308","Commissioner of Internal Revenue v. Southwest Exploration Company","1956-01-23,1956-01-24","",true,"hilbert_zarky","","","1956-02-27","https://www.oyez.org/cases/1955/286"
1955,"150","350 U.S. 318","Shields v. Atlantic Coast Line Railroad Company","1956-01-19","",true,"","","norman_shepard,truman_hobbs","1956-02-27","https://www.oyez.org/cases/1955/150"
1955,"17","350 U.S. 332","United Gas Pipe Line Company v. Mobile Gas Service Corporation","1955-11-07,1955-11-08","",true,"","","howard_wahrenbrock,thomas_fletcher,william_chanler","1956-02-27","https://www.oyez.org/cases/1955/17"
1955,"51","350 U.S. 348","Federal Power Commission v. Sierra Pacific Power Company","1955-11-08","",true,"","","f_searls,howard_wahrenbrock,william_chanler","1956-02-27","https://www.oyez.org/cases/1955/51"
1955,"42","350 U.S. 356","Gibson v. Lockheed Aircraft Service, Inc.","1955-12-05,1955-12-06","",true,"","","emory_cantey,g_spillers","1956-02-27","https://www.oyez.org/cases/1955/42"
1955,"72","350 U.S. 359","Costello v. United States","1956-01-16,1956-01-17","",true,"","","marvin_frankel,morris_shilensky,osmond_fraenkel","1956-03-05","https://www.oyez.org/cases/1955/72"
1955,"460","350 U.S. 366","Greenwood v. United States","1956-01-25","",true,"","","simon_sobeloff,william_burrell","1956-03-05","https://www.oyez.org/cases/1955/460"
1955,"156","350 U.S. 377","Remmer v. United States","1956-01-18","",true,"","","john_benney,leslie_gillen","1956-03-05","https://www.oyez.org/cases/1955/156"
1955,"74","350 U.S. 383","United States v. Leslie Salt Company","1955-12-07","",true,"","","bruce_casey,john_davis","1956-03-05","https://www.oyez.org/cases/1955/74"
1955,"110","350 U.S. 399","Cammer v. United States","1956-01-24","",true,"","","charles_ford,gray_thoron","1956-03-12","https://www.oyez.org/cases/1955/110"
1955,"102","350 U.S. 409","United States v. Contract Steel Carriers, Inc.","1956-02-29","",true,"","","charles_barber,jusitce_burton,robert_burchmore","1956-03-12","https://www.oyez.org/cases/1955/102"
1955,"624","350 U.S. 413","Florida ex Rel. Hawkins v. Board of Control of Florida","","",false,"","","","1956-03-12","https://www.oyez.org/cases/1955/624"
1955,"54","350 U.S. 415","United States v. Green","1956-02-27","",true,"","","arthur_fitzgerald,oscar_davis","1956-03-26","https://www.oyez.org/cases/1955/54"
1955,"58","350 U.S. 422","Ullmann v. United States","1955-12-06","",true,"","","charles_barber,leonard_boudin","1956-03-26","https://www.oyez.org/cases/1955/58"
1955,"255","350 U.S. 456","Millinery Center Building Corporation v. Commissioner of Internal Revenue","1956-03-01","",true,"","hilbert_zarky","","1956-03-26","https://www.oyez.org/cases/1955/255"
1955,"170","350 U.S. 462","General Stores Corporation v. Shlensky","1956-01-18","",true,"","","aaron_rosen,alan_reich,leon_singer,max_goldweber,williams_timbers","1956-03-26","https://www.oyez.org/cases/1955/170"
1955,"278","350 U.S. 473","Mitchell v. Budd","1956-02-29,1956-03-01","",true,"","","bessie_margolin,mark_hughes,milton_denbo","1956-03-26","https://www.oyez.org/cases/1955/278"
1955,"129","350 U.S. 485","Doud v. Hodge","1956-02-29","",true,"","","john_yowell,william_wines","1956-03-26","https://www.oyez.org/cases/1955/129"
1955,"56","350 U.S. 488","Murdock Acceptance Corporation v. United States","1956-02-27","",true,"","","elizabeth_grayson,john_davis","1956-03-26","https://www.oyez.org/cases/1955/56"
1955,"63","350 U.S. 492","Werner Machine Co. v. Director of Div. of Taxation, Dept. of Treasury, of N. J.","1956-03-05,1956-03-06","",true,"","","charles_goodwin,harold_kolovsky","1956-03-26","https://www.oyez.org/cases/1955/63"
1955,"469","350 U.S. 495","Petrowski v. Hawkeye-Security Insurance Company","1956-03-07","",true,"","","richard_tinkham,victor_harding","1956-03-26","https://www.oyez.org/cases/1955/469"
1955,"10","350 U.S. 497","Pennsylvania v. Nelson","1955-11-15,1955-11-16","",true,"","","charles_barber,frank_truscott,harry_stambaugh,herbert_thatcher,louis_wyman","1956-04-02","https://www.oyez.org/cases/1955/10"
1955,"736","350 U.S. 521","In re Application of Burwell","","",false,"","","","1956-04-02","https://www.oyez.org/cases/1955/736"
1955,"282","350 U.S. 523","Schulz v. Pennsylvania Railroad Company","1956-03-27,1956-03-28","",true,"","","joseph_allen,nathan_baker","1956-04-09","https://www.oyez.org/cases/1955/282"
1955,"523","350 U.S. 528","Collins v. American Buslines, Inc.","1956-03-29","",true,"","","john_frank,john_franks","1956-04-09","https://www.oyez.org/cases/1955/523"
1955,"351","350 U.S. 532","Archawski v. Hanioti","1956-03-05","",true,"","","harry_graham,israel_convisser","1956-04-09","https://www.oyez.org/cases/1955/351"
1955,"82","350 U.S. 537","International Harvester Credit Corporation v. Goodrich","1956-01-17,1956-01-18","",true,"","","james_moore,john_obrian,moore_moore","1956-04-09","https://www.oyez.org/cases/1955/82"
1955,"23","350 U.S. 551","Slochower v. Board of Higher Education of New York City","1955-10-18,1955-10-19","",true,"ephraim_london","daniel_scannell","","1956-04-09","https://www.oyez.org/cases/1955/23"
1955,"38","350 U.S. 568","Armstrong v. Armstrong","1955-11-15","",true,"","","robert_gorman,walter_sibbald","1956-04-09","https://www.oyez.org/cases/1955/38"
1955,"24","350 U.S. 857","Williams v. United States","1955-10-13","",true,"","","henry_clausen,morton_hollander","1955-10-17","https://www.oyez.org/cases/1955/24"
1955,"16","350 U.S. 868","Walton v. California","1955-10-17","",true,"","","clarence_linn,robert_peckham,unknown_advocate","1955-10-24","https://www.oyez.org/cases/1955/16"
1955,"29","350 U.S. 869","Nukk v. Shaughnessy","1955-10-19","",true,"","","blanch_freedman,gloria_agrin,unknown_advocate","1955-10-24","https://www.oyez.org/cases/1955/29"
1955,"25","350 U.S. 869","Liquid Carbonic Corp. v. United States","1955-10-19,1955-10-20","",true,"","","james_dwyer,john_davis","1955-10-24","https://www.oyez.org/cases/1955/25"
1955,"44","350 U.S. 891","Mitchell v. Myrtle Grove Packing Co.","1955-11-10","",true,"","","bessie_margolin,mark_hughes","1955-11-14","https://www.oyez.org/cases/1955/44"
1955,"111","350 U.S. 920","Gonzales v. Landon","1955-12-07,1955-12-08","",true,"","","a_wirin,oscar_davis","1955-12-12","https://www.oyez.org/cases/1955/111"
1955,"13 Orig.","350 U.S. 955","Wisconsin v. Tennessee","1956-01-23","",true,"","","unknown_advocate,vernon_thomson","1956-01-30","https://www.oyez.org/cases/1955/13-orig"
1955,"66","350 U.S. 1003","Riverbank Laboratories v. Hardwood Products Corp.","1956-01-16","",true,"","","david_fox,maurice_rosenfield","1956-04-02","https://www.oyez.org/cases/1955/66"
1955,"134","351 U.S. 1","Squire v. Capoeman","1956-01-19","",true,"","","charles_barber,john_cragun","1956-04-23","https://www.oyez.org/cases/1955/134"
1955,"95","351 U.S. 12","Griffin v. Illinois","1955-12-07","",true,"","","charles_horsky,william_wines","1956-04-23","https://www.oyez.org/cases/1955/95"
1955,"158","351 U.S. 40","Frozen Food Exp. v. United States","1956-03-07","",true,"","","unknown_advocate","1956-04-23","https://www.oyez.org/cases/1955/158"
1955,"162","351 U.S. 49","East Texas Motor Freight Lines, Inc. v. Frozen Food Express","1956-03-07","",true,"","","carl_phinney,charles_weston,david_macdonald,robert_ginnane","1956-04-23","https://www.oyez.org/cases/1955/162"
1955,"233","351 U.S. 56","Dixie Carriers, Inc. v. United States","1956-03-27","",true,"","","daniel_friedman,john_daily,nuel_belnap,samuel_howell","1956-04-23","https://www.oyez.org/cases/1955/233"
1955,"227","351 U.S. 62","United Mine Workers of America v. Arkansas Oak Floorings Company","1956-01-23","",true,"","","crampton_harris,john_pitts","1956-04-23","https://www.oyez.org/cases/1955/227"
1955,"410","351 U.S. 79","American Airlines, Inc. v. North American Airlines, Inc.","1956-03-06,1956-03-07","",true,"","","howard_westwood,walter_derenberg","1956-04-23","https://www.oyez.org/cases/1955/410"
1955,"213","351 U.S. 91","United States v. Zucca","1956-01-24,1956-01-25","",true,"","","j_bishop,orrin_judd,unknown_advocate","1956-04-30","https://www.oyez.org/cases/1955/213"
1955,"250,422,251","351 U.S. 105","National Labor Relations Board v. Babcock & Wilcox Company","1956-01-25,1956-01-26","",true,"","","dominick_manoli,eugene_schwartz,karl_mueller,o_fisher","1956-04-30","https://www.oyez.org/cases/1955/250"
1955,"48","351 U.S. 115","Communist Party of United States v. Subversive Activities Control Bd.","1955-11-17","",true,"","","john_abt,joseph_forer,simon_sobeloff","1956-04-30","https://www.oyez.org/cases/1955/48"
1955,"60","351 U.S. 131","Berra v. United States","1956-03-26","",true,"","","philip_elman,stanley_rosenblum","1956-04-30","https://www.oyez.org/cases/1955/60"
1955,"380","351 U.S. 141","Covey v. Town of Somers","1956-03-29","",true,"","","john_davison,otto_koegel,samuel_sprafkin","1956-05-07","https://www.oyez.org/cases/1955/380"
1955,"486","351 U.S. 149","National Labor Relations Board v. Truitt Mfg. Company","1956-03-29","",true,"","","david_findling,r_douglas","1956-05-07","https://www.oyez.org/cases/1955/486"
1955,"383","351 U.S. 159","General Box Company v. United States","1956-03-28","",true,"","","billingsley_hill,edward_moseley,ross_barnett","1956-05-07","https://www.oyez.org/cases/1955/383"
1955,"231","351 U.S. 173","Hatahley v. United States","1956-03-26,1956-03-27","",true,"","","norman_littell,roger_marquis","1956-05-07","https://www.oyez.org/cases/1955/231"
1955,"436","351 U.S. 183","Cahill v. New York, New Haven & Hartford Railroad Company","","",false,"","","","1956-05-14","https://www.oyez.org/cases/1955/436"
1955,"94","351 U.S. 192","United States v. Storer Broadcasting Company","1956-02-28,1956-02-29","",true,"","","albert_connelly,warren_baker","1956-05-21","https://www.oyez.org/cases/1955/94"
1955,"643","351 U.S. 215","Johnston v. United States","1956-05-02,1956-05-03","",true,"","","carl_imlay,hayden_covington","1956-05-21","https://www.oyez.org/cases/1955/643"
1955,"451","351 U.S. 225","Railway Employees' Department, American Federation of Labor v. Hanson","1956-05-02","",true,"","","edson_smith,lester_schoene,robert_nelson","1956-05-21","https://www.oyez.org/cases/1955/451"
1955,"373","351 U.S. 243","Commissioner of Internal Revenue v. LoBue","1956-03-06","",true,"","","philip_elman,richard_barrett","1956-05-28","https://www.oyez.org/cases/1955/373"
1955,"404","351 U.S. 253","Offutt Housing Company v. County of Sarpy","1956-04-26,1956-04-30","",true,"","","dixon_adams,orville_entenman,robert_stern","1956-05-28","https://www.oyez.org/cases/1955/404"
1955,"530","351 U.S. 266","United Automobile, Aircraft & Agricultural Implement Workers of America v. Wisconsin Employment Relations Board","1956-04-24,1956-04-25","",true,"","","beatrice_lampert,jerome_powell,kurt_hanslowe","1956-06-04","https://www.oyez.org/cases/1955/530"
1955,"489","351 U.S. 277","Durley v. Mayo","1956-04-02","",true,"neal_rutledge","reeves_bowen","","1956-06-04","https://www.oyez.org/cases/1955/489"
1955,"92","351 U.S. 292","Black v. Cutter Laboratories","1956-04-26","",true,"","","gardiner_johnson,joseph_forer,thomas_stanton","1956-06-04","https://www.oyez.org/cases/1955/92"
1955,"448","351 U.S. 305","United States v. McKesson & Robbins, Inc.","1956-04-30","",true,"","","john_mcgrath,ralph_spritzer","1956-06-11","https://www.oyez.org/cases/1955/448"
1955,"117","351 U.S. 321","Denver & Rio Grande Western Railroad Company v. Union Pacific Railroad Company","1956-04-23,1956-04-24","",true,"","","bert_overcash,elmer_collins,frank_holman,robert_ginnane,robert_simpson","1956-06-11","https://www.oyez.org/cases/1955/117"
1955,"503","351 U.S. 345","Jay v. Boyd","1956-05-03","",true,"","","john_caughlan,john_lindsay,will_maslow","1956-06-11","https://www.oyez.org/cases/1955/503"
1955,"5","351 U.S. 377","United States v. E. I. du Pont de Nemours & Company","1955-10-11","",true,"","","charles_weston,gerhard_gesell","1956-06-11","https://www.oyez.org/cases/1955/5"
1955,"34","351 U.S. 427","Sears, Roebuck & Company v. Mackey","1956-02-28","",true,"","","edward_rothschild,walter_rockler","1956-06-11","https://www.oyez.org/cases/1955/34"
1955,"76","351 U.S. 445","Cold Metal Process Company v. United Engineering & Foundry Company","1956-02-28","",true,"","","jo_brown,william_webb","1956-06-11","https://www.oyez.org/cases/1955/76"
1955,"323","351 U.S. 454","United States ex rel. Darcy v. Handy","1956-05-01,1956-05-02","",true,"","","charles_margiotti,frank_lawley","1956-06-11","https://www.oyez.org/cases/1955/323"
1955,"713","351 U.S. 470","Kinsella v. Krueger","1956-05-03","",true,"","","unknown_advocate","1956-06-11","https://www.oyez.org/cases/1955/713"
1955,"257","351 U.S. 493","Southern Pacific Company v. Gileo","1956-05-01","",true,"","","arthur_dunne,clifton_hilderbrand,nathaniel_colley,thomas_perkins","1956-06-11","https://www.oyez.org/cases/1955/257"
1955,"621","351 U.S. 502","Reed v. Pennsylvania Railroad Company","1956-05-01","",true,"","","joseph_lord,theodore_voorhees","1956-06-11","https://www.oyez.org/cases/1955/621"
1955,"320","351 U.S. 513","Parr v. United States","1956-03-28","",true,"","","everett_looney,gray_thoron","1956-06-11","https://www.oyez.org/cases/1955/320"
1955,"342","351 U.S. 525","Czaplicki v. The Hoegh Silvercloud","1956-04-24","",true,"","","arthur_phelan,bernard_chazen,james_estabrook,jusitce_clark","1956-06-11","https://www.oyez.org/cases/1955/342"
1955,"442","351 U.S. 536","Cole v. Young","1956-03-06","",true,"","","david_shapiro,donald_macguineas","1956-06-11","https://www.oyez.org/cases/1955/442"
1955,"529","351 U.S. 570","De Sylva v. Ballentine","1956-04-25,1956-04-26","",true,"","","max_fink,theodore_kiendl","1956-06-11","https://www.oyez.org/cases/1955/529"
1955,"555","351 U.S. 916","Sugden et ux. v. United States","1956-04-25","",true,"","","mark_wilmer,unknown_advocate","1956-04-30","https://www.oyez.org/cases/1955/555"
1955,"9 Orig.","352 U.S. 991","Texas v. New Mexico","1955-10-10","",true,"","","eugene_edwards,fred_wilson","1957-02-25","https://www.oyez.org/cases/1955/9-orig"
1955,"701","354 U.S. 1","Reid v. Covert","1956-05-03","1957-02-27",true,"lee_rankin,marvin_frankel","frederick_wiener","","1956-06-11,1957-06-10","https://www.oyez.org/cases/1955/701"
1955,"201","","Hyun v. Landon","1956-03-05","",true,"","","beatrice_rosenberg,william_murrish","1956-03-26","https://www.oyez.org/cases/1955/201"
1956,"20","352 U.S. 1","Mesarosh v. United States","1956-10-10","",true,"","","frank_donner,lee_rankin","1956-11-05","https://www.oyez.org/cases/1956/20"
1956,"21","352 U.S. 29","Bank of America National Trust & Savings Association v. Parnell","1956-10-18","",true,"","","edward_dumbauld,erwin_griswold,harvey_miller","1956-11-13","https://www.oyez.org/cases/1956/21"
1956,"24","352 U.S. 36","Brownell v. Chase National Bank of New York","1956-10-16,1956-10-17","",true,"","","arthur_oleary,george_searls,samuel_lourie,thomas_ryan","1956-11-19","https://www.oyez.org/cases/1956/24"
1956,"17","352 U.S. 40","United States v. Bergh","1956-10-15","",true,"","","alan_rosenthal,herbert_thatcher","1956-11-19","https://www.oyez.org/cases/1956/17"
1956,"18","352 U.S. 59","United States v. Western Pacific Railroad Company","1956-10-15","",true,"","","frederick_wiener,morton_hollander","1956-12-03","https://www.oyez.org/cases/1956/18"
1956,"19","352 U.S. 77","United States v. Chesapeake & Ohio Railway Company","1956-10-15","",true,"","","meade_spicer,morton_hollander","1956-12-03","https://www.oyez.org/cases/1956/19"
1956,"25","352 U.S. 82","Putnam v. Commissioner of Internal Revenue","1956-10-17","",true,"","","philip_elman,richard_williams","1956-12-03","https://www.oyez.org/cases/1956/25"
1956,"30","352 U.S. 103","Nelson v. New York City","1956-11-07","",true,"","","seymour_quel,william_jones","1956-12-10","https://www.oyez.org/cases/1956/30"
1956,"13","352 U.S. 112","Walker v. Hutchinson City","1956-10-15,1956-10-16","",true,"","","fred_littooy,herbert_levy,lewis_oswald","1956-12-10","https://www.oyez.org/cases/1956/13"
1956,"31","352 U.S. 128","Massachusetts Bonding & Ins. Company v. United States","1956-11-08","",false,"","","unknown_advocate","1956-12-10","https://www.oyez.org/cases/1956/31"
1956,"57","352 U.S. 145","Leedom v. International Union of Mine, Mill & Smelter Workers","1956-11-14","",true,"theophil_kammholz","nathan_witt","","1956-12-10","https://www.oyez.org/cases/1956/57"
1956,"40","352 U.S. 153","Amalgamated Meat Cutters & Butcher Workmen of North America, AFL-CIO v. National Labor Relations Board","1956-11-14","",true,"","","harold_cammer,judson_harwood,theophil_kammholz","1956-12-10","https://www.oyez.org/cases/1956/40"
1956,"12","352 U.S. 158","United States v. Interstate Commerce Commission","1956-10-11","",true,"","","ralph_spritzer,robert_ginnane,windsor_cousins","1956-12-17","https://www.oyez.org/cases/1956/12"
1956,"43","352 U.S. 180","Brownell v. Tom We Shung","1956-11-13","",true,"","","andrew_reiner,oscar_davis","1956-12-17","https://www.oyez.org/cases/1956/43"
1956,"51","352 U.S. 187","Leslie Miller, Inc., v. Arkansas","1956-12-05,1956-12-06","",true,"","","john_davis,leffel_gentry,william_smith2","1956-12-17","https://www.oyez.org/cases/1956/51"
1956,"53","352 U.S. 191","Fikes v. Alabama","1956-12-06","",true,"jack_greenberg","robert_straub","","1957-01-14","https://www.oyez.org/cases/1956/53"
1956,"39","352 U.S. 202","United States v. Plesha","1956-11-08","",false,"","","unknown_advocate","1957-01-14","https://www.oyez.org/cases/1956/39"
1956,"52","352 U.S. 212","United States v. Howard","1956-12-06","",true,"leonard_sand","clarence_thacker","","1957-01-14","https://www.oyez.org/cases/1956/52"
1956,"26","352 U.S. 220","Leiter Minerals, Inc., v. United States","1956-11-06,1956-11-07","",true,"samuel_plauche","charles_marshall,perry_morton","","1957-01-14","https://www.oyez.org/cases/1956/26"
1956,"33","352 U.S. 232","Delli Paoli v. United States","1956-10-18","",true,"","","daniel_greenberg,j_bishop","1957-01-14","https://www.oyez.org/cases/1956/33"
1956,"27","352 U.S. 249","La Buy v. Howes Leather Company, Inc.","1956-10-17,1956-10-18","",true,"","","jack_levy,james_sprowl","1957-01-14","https://www.oyez.org/cases/1956/27"
1956,"49","352 U.S. 270","Soriano v. United States","1956-12-05","",true,"","","george_foley,prew_savoy,roger_fisher","1957-01-14","https://www.oyez.org/cases/1956/49"
1956,"60","352 U.S. 280","Jaffke v. Dunham","1956-12-12","",true,"","","g_horsley,herbert_miller","1957-01-14","https://www.oyez.org/cases/1956/60"
1956,"4","352 U.S. 282","National Labor Relations Board v. Lion Oil Company","1956-10-08","",true,"theophil_kammholz","jeff_davis","","1957-01-22","https://www.oyez.org/cases/1956/4"
1956,"78","352 U.S. 306","United States v. Allen-Bradley Company","1956-12-13","",true,"hilbert_zarky","","","1957-01-22","https://www.oyez.org/cases/1956/78"
1956,"124","352 U.S. 313","National Lead Company v. Commissioner of Internal Revenue","1956-12-13","",true,"","hilbert_zarky","","1957-01-22","https://www.oyez.org/cases/1956/124"
1956,"45,47","352 U.S. 315","Rayonier Incorporated v. United States","1956-12-04","",true,"","","george_doub,lucien_marion,william_ferguson","1957-01-28","https://www.oyez.org/cases/1956/45"
1956,"132","352 U.S. 322","Prince v. United States","1956-12-11","",true,"","","beatrice_rosenberg,joseph_jenkins,unknown_advocate","1957-02-25","https://www.oyez.org/cases/1956/132"
1956,"14","352 U.S. 330","In re Groban","1956-11-06","",true,"","","earl_allison,james_graham,ralston_werum","1957-02-25","https://www.oyez.org/cases/1956/14"
1956,"38","352 U.S. 354","Pollard v. United States","1956-12-03","",true,"","","bennett_boskey,philip_elman","1957-02-25","https://www.oyez.org/cases/1956/38"
1956,"62","352 U.S. 370","Senko v. LaCrosse Dredging Corporation","1956-12-12","",true,"","","george_moran,stuart_bradley","1957-02-25","https://www.oyez.org/cases/1956/62"
1956,"16","352 U.S. 380","Butler v. Michigan","1956-10-16","",true,"manuel_robbins","edmund_shepherd","","1957-02-25","https://www.oyez.org/cases/1956/16"
1956,"37","352 U.S. 385","Nilva v. United States","1956-11-13","",true,"","","eugene_gressman,richard_blanchard","1957-02-25","https://www.oyez.org/cases/1956/37"
1956,"289","352 U.S. 407","United States v. Turley","1957-01-24","",true,"","","fenton_martin,roger_fisher","1957-02-25","https://www.oyez.org/cases/1956/289"
1956,"63","352 U.S. 419","Federal Trade Commission v. National Lead Company","1956-12-12","",true,"","","earl_kintner,eugene_bose","1957-02-25","https://www.oyez.org/cases/1956/63"
1956,"69","352 U.S. 432","Breithaupt v. Abram","1956-12-12,1956-12-13","",true,"","","gordon_shermack,richard_robinson,walter_kegel","1957-02-25","https://www.oyez.org/cases/1956/69"
1956,"94","352 U.S. 445","Radovich v. Nat. Football League","1957-01-17","",true,"","","bernard_nordlinger,marshall_leahy,maxwell_keith,philip_elman","1957-02-25","https://www.oyez.org/cases/1956/94"
1956,"11","352 U.S. 457","United States Gypsum Company v. National Gypsum Company","1956-11-05,1956-11-06","",true,"","","bruce_bromley,norman_miller,samuel_rosenman","1957-02-25","https://www.oyez.org/cases/1956/11"
1956,"56","352 U.S. 480","Pennsylvania Railroad Company v. Rychlik","1956-12-10,1956-12-11","",true,"","","henry_kaiser,meyer_fix,norman_spindelman,richard_clattenburg","1957-02-25","https://www.oyez.org/cases/1956/56"
1956,"28","352 U.S. 500","Rogers v. Missouri Pacific Railroad Company","1956-11-07","",true,"","","donald_sommers,mark_eagleton","1957-02-25","https://www.oyez.org/cases/1956/28"
1956,"42","352 U.S. 512","Webb v. Illinois Central Railroad Company","1956-12-03","",true,"","","herbert_deany,robert_rafferty","1957-02-25","https://www.oyez.org/cases/1956/42"
1956,"46","352 U.S. 518","Herdman v. Pennsylvania Railroad Company","1956-12-04","",true,"joseph_mcnamara","john_eckler,robert_barton","","1957-02-25","https://www.oyez.org/cases/1956/46"
1956,"59","352 U.S. 521","Ferguson v. Moore-McCormack Lines, Inc.","1956-12-10","",true,"","","george_engelman,william_wilson","1957-02-25","https://www.oyez.org/cases/1956/59"
1956,"531 Misc.","352 U.S. 565","Johnson v. United States","","",false,"","","","1957-03-04","https://www.oyez.org/cases/1956/531_misc"
1956,"44","352 U.S. 567","United States v. Auto. Workers","1956-12-03,1956-12-04","",true,"","","joseph_rauh,lee_rankin","1957-03-11","https://www.oyez.org/cases/1956/44"
1956,"71","352 U.S. 599","Ceballos v. Shaughnessy","1957-01-16,1957-01-17","",true,"","","oscar_davis,sidney_kansas","1957-03-11","https://www.oyez.org/cases/1956/71"
1956,"1","352 U.S. 862","Thompson v. Coastal Oil Co.","1956-01-24","1956-10-08",true,"charles_ellis,silas_axtell","michael_hanrahan","","1956-10-15","https://www.oyez.org/cases/1956/1"
1956,"342,343","352 U.S. 903","Gayle v. Browder","","",false,"","","","1956-11-13","https://www.oyez.org/cases/1956/342"
1956,"2","352 U.S. 903","Holophane v. United States","1956-11-05","",true,"","","richard_stevens,unknown_advocate","1956-11-13","https://www.oyez.org/cases/1956/2"
1956,"75","352 U.S. 978","United States v. Schneer's Atlanta","1957-01-15,1957-01-16","",true,"","","m_blackshear,samuel_slade","1957-01-21","https://www.oyez.org/cases/1956/75"
1956,"137","352 U.S. 985","Gold v. United States","1957-01-22,1957-01-23","",true,"","","harold_cammer,joseph_forer,joseph_lowther","1957-01-28","https://www.oyez.org/cases/1956/137"
