term,docket,usCite,caseTitle,dateArgument,dateRearg,audioExists,advocatesPetitioner,advocatesRespondent,advocatesOther,dateDecision,caseLink
1960,"45","365 U.S. 1","Federal Power Commission v. Transcontinental Gas Pipe Line Corporation","1960-11-15","",true,"","","jerome_mcgrath,lee_rankin,randall_leboeuf,richard_connor","1961-01-23","https://www.oyez.org/cases/1960/45"
1960,"34","365 U.S. 43","Times Film Corporation v. City of Chicago","1960-10-19,1960-10-20","",true,"","","abner_mikva,felix_bilgrey,robert_collins,sydney_drebin","1961-01-23","https://www.oyez.org/cases/1960/34"
1960,"53","365 U.S. 85","Campbell v. United States","1960-12-06","",true,"","","lawrence_odonnell,melvin_louison,roger_connor","1961-01-23","https://www.oyez.org/cases/1960/53"
1960,"52","365 U.S. 109","McNeal v. Culver","1960-12-06","",true,"","","odis_henderson,sam_daniels","1961-01-23","https://www.oyez.org/cases/1960/52"
1960,"74","365 U.S. 123","National Labor Relations Board v. Mattison Machine Works","1961-01-09","",true,"","","norton_come,warren_mccaffrey","1961-01-23","https://www.oyez.org/cases/1960/74"
1960,"526","365 U.S. 125","United States v. Parke, Davis & Company","","",false,"","","","1961-01-23","https://www.oyez.org/cases/1960/526"
1960,"50","365 U.S. 127","Eastern Railroad Presidents Conference v. Noerr Motor Freight, Inc.","1960-12-12,1960-12-13","",true,"","","harold_kohn,hugh_cox,philip_price","1961-02-20","https://www.oyez.org/cases/1960/50"
1960,"91","365 U.S. 146","United States v. Fruehauf","1961-01-11","",true,"","","hazard_gillespie,louis_nizer","1961-02-20","https://www.oyez.org/cases/1960/91"
1960,"183","365 U.S. 160","Maynard v. Durham & Southern Railway Company","1961-01-12","",true,"","","charles_blanchard,charles_nye","1961-02-20","https://www.oyez.org/cases/1960/183"
1960,"39","365 U.S. 167","Monroe v. Pape","1960-11-08","",true,"","","donald_moore,sydney_drebin","1961-02-20","https://www.oyez.org/cases/1960/39"
1960,"219","365 U.S. 260","Schnell v. Peter Eckrich & Sons, Inc.","1961-01-11","",true,"","","charles_merriam,hudson_rathburn","1961-02-20","https://www.oyez.org/cases/1960/219"
1960,"59","365 U.S. 265","Costello v. United States","1960-12-12","",true,"","","edward_williams,ralph_spritzer","1961-02-20","https://www.oyez.org/cases/1960/59"
1960,"57","365 U.S. 290","United States v. Lucchese","1960-12-08,1960-12-12","",true,"","","edward_williams,richard_burke,wayne_barnett","1961-02-20","https://www.oyez.org/cases/1960/57"
1960,"78","365 U.S. 292","Bullock v. South Carolina","1961-01-09","",true,"","","matthew_perry,robert_kilgo","1961-02-20","https://www.oyez.org/cases/1960/78"
1960,"107","365 U.S. 293","Nolan v. Transocean Air Lines","1961-01-12,1961-01-16","",true,"","","robert_dwyer,william_junkerman","1961-02-20","https://www.oyez.org/cases/1960/107"
1960,"70","365 U.S. 301","Green v. United States","1961-01-10,1961-01-11","",true,"","","james_vorenberg,robert_kramer","1961-02-27","https://www.oyez.org/cases/1960/70"
1960,"88","365 U.S. 312","Clancy v. United States","1961-01-10","",true,"","","daniel_friedman,john_oconnell2,paul_waller","1961-02-27","https://www.oyez.org/cases/1960/88"
1960,"87","365 U.S. 320","Tampa Electric Company v. Nashville Coal Company","1960-12-15","",true,"","","william_chanler","1961-02-27","https://www.oyez.org/cases/1960/87"
1960,"21","365 U.S. 336","Aro Manufacturing Company, Inc. v. Convertible Top Replacement Company, Inc.","1960-10-13,1960-10-17","",true,"david_wolf","elliott_pollock","ralph_spritzer","1961-02-27","https://www.oyez.org/cases/1960/21"
1960,"182","365 U.S. 381","Wilson v. Schnettler","1960-12-15","",true,"","","daniel_friedman,james_doherty","1961-02-27","https://www.oyez.org/cases/1960/182"
1960,"37","365 U.S. 399","Wilkinson v. United States","1960-11-17","",true,"rowland_watts","kevin_maroney","","1961-02-27","https://www.oyez.org/cases/1960/37"
1960,"54","365 U.S. 431","Braden v. United States","1960-11-17","",true,"","","john_coe,leonard_boudin,walter_yeagley","1961-02-27","https://www.oyez.org/cases/1960/54"
1960,"111","365 U.S. 458","Pugach v. Dollinger","1961-01-16","",true,"","","george_todaro,irving_anolik,walter_dillon","1961-02-27","https://www.oyez.org/cases/1960/111"
1960,"155","365 U.S. 467","Michigan National Bank v. Michigan","1961-01-18,1961-01-19","",true,"","","victor_klein,william_dexter","1961-03-06","https://www.oyez.org/cases/1960/155"
1960,"66","365 U.S. 505","Silverman v. United States","1960-12-05","",true,"","","edward_williams,john_davis","1961-03-06","https://www.oyez.org/cases/1960/66"
1960,"121","365 U.S. 514","Egan v. City of Aurora","","",false,"","","","1961-03-06","https://www.oyez.org/cases/1960/121"
1960,"126","365 U.S. 517","Laurens Federal Savings & Loan Assn. v. South Carolina Tax Commission","1961-03-02","",true,"","","frank_sloan,james_windham","1961-03-20","https://www.oyez.org/cases/1960/126"
1960,"115","365 U.S. 525","Reynolds v. Cochran","1961-03-02","",true,"","","claude_pepper,george_georgieff","1961-03-20","https://www.oyez.org/cases/1960/115"
1960,"40","365 U.S. 534","Rogers v. Richmond","1960-11-08,1960-11-09","",true,"","","abraham_ullman,jacob_zeldes,louis_pollak,robert_zampano","1961-03-20","https://www.oyez.org/cases/1960/40"
1960,"79","365 U.S. 551","Milanovich v. United States","1961-02-20","",true,"","","hubbard_davis,j_bishop,raymond_bergan","1961-03-20","https://www.oyez.org/cases/1960/79"
1960,"44","365 U.S. 570","Ferguson v. Georgia","1960-11-14,1960-11-15","",true,"","","dan_winn,paul_maxwell","1961-03-27","https://www.oyez.org/cases/1960/44"
1960,"116","365 U.S. 604","Newsom v. Smyth","1961-01-16,1961-01-17","",true,"","","armistead_boothe,armistead_lboothe,reno_harp","1961-03-27","https://www.oyez.org/cases/1960/116"
1960,"175","365 U.S. 610","Chapman v. United States","1961-02-23","",true,"","","robert_erdahl,sewell_elliott","1961-04-03","https://www.oyez.org/cases/1960/175"
1960,"49","365 U.S. 624","United States v. Virginia Electric & Power Company","1960-11-10","",true,"perry_morton","ralph_ferrel","","1961-04-03","https://www.oyez.org/cases/1960/49"
1960,"176","365 U.S. 646","Saldana v. United States","1961-03-20","",true,"","","archibald_cox,herbert_bernhard,stephen_reinhardt","1961-04-03","https://www.oyez.org/cases/1960/176"
1960,"68","365 U.S. 651","Local 60, United Brotherhood of Carpenters and Joiners of America, AFL-CIO v. National Labor Relations Board","1961-02-28,1961-03-01","",true,"","","bernard_dunau,norton_come","1961-04-17","https://www.oyez.org/cases/1960/68"
1960,"64","365 U.S. 667","Local 357, International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America v. National Labor Relations Board","1961-02-28","",true,"","","herbert_thatcher,norton_come","1961-04-17","https://www.oyez.org/cases/1960/64"
1960,"339","365 U.S. 695","National Labor Relations Board v. News Syndicate Company, Inc.","1961-03-01","",true,"","","dominick_manoli,gerhard_arkel,john_schoemer","1961-04-17","https://www.oyez.org/cases/1960/339"
1960,"340","365 U.S. 705","International typographical Union, AFL-CIO v. National Labor Relations Board","1961-03-01","",true,"","","dominick_manoli,gerhard_arkel","1961-04-17","https://www.oyez.org/cases/1960/340"
1960,"174","365 U.S. 708","Smith v. Bennett","1961-03-28","",true,"","","evan_hultman,luther_hill","1961-04-17","https://www.oyez.org/cases/1960/174"
1960,"164","365 U.S. 715","Burton v. Wilmington Parking Authority","1961-02-21,1961-02-23","",true,"","","archibald_cox,clair_killoran,louis_redding,thomas_herlihy","1961-04-17","https://www.oyez.org/cases/1960/164"
1960,"96","365 U.S. 731","Kossick v. United Fruit Co.","1961-02-20","",true,"","","eugene_underwood,jacob_rassner","1961-04-17","https://www.oyez.org/cases/1960/96"
1960,"212","365 U.S. 744","Moses Lake Homes, Inc. v. Grant County","1961-03-23","",true,"","","lyle_iverson,paul_klasen","1961-04-17","https://www.oyez.org/cases/1960/212"
1960,"241","365 U.S. 753","Bulova Watch Company, Inc. v. United States","1961-03-27","",true,"","","bernard_weiss,oscar_davis","1961-04-17","https://www.oyez.org/cases/1960/241"
1960,"153","365 U.S. 762","Coppola v. United States","1961-03-27","",true,"","","howard_heffron,william_mahoney","1961-04-17","https://www.oyez.org/cases/1960/153"
1960,"388","365 U.S. 768","Verret v. Oil Transport Co.","","",false,"","","","1961-04-17","https://www.oyez.org/cases/1960/388"
1960,"143","366 U.S. 1","Stewart v. United States","1961-02-21","",true,"","","carl_belcher,edward_carey","1961-04-24","https://www.oyez.org/cases/1960/143"
1960,"274","366 U.S. 28","Goldberg v. Whitaker House Cooperative, Inc.","1961-03-30","",true,"","","bessie_margolin,philip_bird","1961-04-24","https://www.oyez.org/cases/1960/274"
1960,"28,5","366 U.S. 36","Konigsberg v. State Bar of California","1960-12-14","",true,"","","edward_mosk,frank_belcher","1961-04-24","https://www.oyez.org/cases/1960/28"
1960,"58","366 U.S. 82","In re Anastaplo","1960-12-14","",true,"","","george_anastaplo,william_wines","1961-04-24","https://www.oyez.org/cases/1960/58"
1960,"84","366 U.S. 117","Cohen v. Hurley","1960-12-14,1960-12-15","",true,"","","denis_hurley,theodore_kiendl","1961-04-24","https://www.oyez.org/cases/1960/84"
1960,"313","366 U.S. 161","Smith v. Butler","1961-03-27,1961-03-28","",true,"","","harold_wahl,william_frates","1961-04-24","https://www.oyez.org/cases/1960/313"
1960,"681","366 U.S. 169","Brotherhood of Maintenance of Way Employees v. United States","1961-03-28","",true,"","","archibald_cox,ralph_mcafee,william_mahoney","1961-05-01","https://www.oyez.org/cases/1960/681"
1960,"102","366 U.S. 187","Kolovrat v. Oregon","1961-03-30","",true,"","","catherine_zorn,lawrence_lesser","1961-05-01","https://www.oyez.org/cases/1960/102"
1960,"106","366 U.S. 199","Alaska v. Arctic Maid","1961-03-23","",true,"","","gary_thurlow,martin_detels","1961-05-01","https://www.oyez.org/cases/1960/106"
1960,"95","366 U.S. 207","Atchley v. California","1961-04-25","",true,"","","doris_maier,rosalie_asher","1961-05-01","https://www.oyez.org/cases/1960/95"
1960,"326","366 U.S. 208","Anderson v. Alabama","1961-04-25,1961-04-26","",true,"jack_greenberg","david_clark","","1961-05-01","https://www.oyez.org/cases/1960/326"
1960,"501","366 U.S. 211","Binks Mfg. Co. v. Ransburg Electro-Coating Corp.","1961-05-03,1961-05-04","",true,"","","charles_meroni,donald_mcsweeney,elbert_gilliom","1961-05-08","https://www.oyez.org/cases/1960/501"
1960,"63","366 U.S. 213","James v. United States","1960-11-17","",true,"","","howard_heffron,richard_gorman","1961-05-15","https://www.oyez.org/cases/1960/63"
1960,"105","366 U.S. 259","Slagle v. Ohio","1961-02-27,1961-02-28","",true,"","","norman_putman,thelma_furry","1961-05-15","https://www.oyez.org/cases/1960/105"
1960,"257","366 U.S. 272","H. K. Porter Company, Inc. v. Central Vermont Railway, Inc.","1961-04-20","",true,"","","edgar_mcdonald,richard_solomon,robert_ginnane","1961-05-22","https://www.oyez.org/cases/1960/257"
1960,"203","366 U.S. 276","Eli Lilly & Company v. Sav-on-Drugs, Inc.","1961-03-20,1961-03-21","",true,"","","david_satz,everett_willis,samuel_lane","1961-05-22","https://www.oyez.org/cases/1960/203"
1960,"294","366 U.S. 293","Louisiana ex rel. Gremillion v. NAACP","1961-04-26","",true,"","","meculligan_meculligan,robert_lcarter,william_pschuler","1961-05-22","https://www.oyez.org/cases/1960/294"
1960,"376","366 U.S. 299","Commissioner v. Lester","1961-04-25","",true,"","","guy_tadlock,louis_mandel","1961-05-22","https://www.oyez.org/cases/1960/376"
1960,"198","366 U.S. 308","Montana v. Kennedy","1961-03-22","",true,"","","anna_lavin,charles_gordon","1961-05-22","https://www.oyez.org/cases/1960/198"
1960,"55","366 U.S. 316","United States v. E.I. du Pont de Nemours & Company","1961-02-20,1961-02-21","",true,"","","hugh_cox,john_davis,robert_stern,wilkie_bushby","1961-05-22","https://www.oyez.org/cases/1960/55"
1960,"357","366 U.S. 380","United States v. Consolidated Edison Company of New York, Inc.","1961-04-24","",true,"","","james_polk,john_jones","1961-05-22","https://www.oyez.org/cases/1960/357"
1960,"92","366 U.S. 393","Bell v. United States","1961-01-11","",true,"","","george_leonard,robert_hannon","1961-05-22","https://www.oyez.org/cases/1960/92"
1960,"185","366 U.S. 417","Baldonado v. California","1961-05-08","",true,"","","a_wirin,arthur_warner,burt_henson,stanley_mosk,william_james","1961-05-22","https://www.oyez.org/cases/1960/185"
1960,"561","366 U.S. 418","Bushnell v. Ellis","1961-05-02","",true,"","","b_timmins,percy_williams","1961-05-22","https://www.oyez.org/cases/1960/561"
1960,"8","366 U.S. 420","McGowan v. Maryland","1960-12-08","",true,"","","harry_silbert,john_jones","1961-05-29","https://www.oyez.org/cases/1960/8"
1960,"36","366 U.S. 582","Two Guys from Harrison-Allentown, Inc. v. McGinley","1960-12-08","",true,"","","harold_kohn,harry_rubin","1961-05-29","https://www.oyez.org/cases/1960/36"
1960,"67","366 U.S. 599","Braunfeld v. Brown","1960-12-08","",true,"","","david_berger,theodore_mann","1961-05-29","https://www.oyez.org/cases/1960/67"
1960,"11","366 U.S. 617","Gallagher v. Crown Kosher Super Market of Massachusetts, Inc.","1960-12-07,1960-12-08","",true,"joseph_elcock","herbert_ehrmann","","1961-05-29","https://www.oyez.org/cases/1960/11"
1960,"329","366 U.S. 643","United States v. Oregon","1961-04-25","",true,"","","catherine_zorn,herbert_morris","1961-05-29","https://www.oyez.org/cases/1960/329"
1960,"80","366 U.S. 656","Pan American Petroleum Corporation v. Superior Court of Delaware for New Castle County","1961-04-18,1961-04-19","",true,"","","byron_gray,charles_wheeler,paul_schlicher","1961-05-29","https://www.oyez.org/cases/1960/80"
1960,"321","366 U.S. 667","Local 761, International Union of Electrical, Radio & Machine Workers, AFL-CIO v. National Labor Relations Board","1961-04-17,1961-04-18","",true,"","","benjamin_sigal,gerard_reilly,norton_come","1961-05-29","https://www.oyez.org/cases/1960/321"
1960,"56","366 U.S. 683","Sam Fox Publishing Company, Inc. v. United States","1961-03-29,1961-03-30","",true,"","","charles_horsky,daniel_friedman,john_dooling","1961-05-29","https://www.oyez.org/cases/1960/56"
1960,"533","366 U.S. 696","United States v. Neustadt","1961-05-02","",true,"","","lawrence_latto,william_orrick","1961-05-29","https://www.oyez.org/cases/1960/533"
1960,"669","366 U.S. 712","Lurk v. United States","1961-05-04,1961-05-05","",true,"","","eugene_gressman,francis_shea,oscar_davis","1961-05-29","https://www.oyez.org/cases/1960/669"
1960,"41","366 U.S. 717","Irvin v. Dowd","1960-11-09","",true,"","","james_lopp,richard_givan,theodore_lockyear","1961-06-05","https://www.oyez.org/cases/1960/41"
1960,"284","366 U.S. 731","International Ladies' Garment Workers' Union, AFL-CIO v. National Labor Relations Board","1961-04-17","",true,"","","charles_morris,dominick_manoli,morris_glushien,morris_pglushien","1961-06-05","https://www.oyez.org/cases/1960/284"
1960,"306","366 U.S. 745","Chicago, Milwaukee, St. Paul & Pacific Railroad Co v. United States","1961-05-02","",true,"","","fletcher_rockwood,raymond_merrill,robert_ginnane","1961-06-05","https://www.oyez.org/cases/1960/306"
1960,"180","366 U.S. 761","Payne v. Madigan","1961-02-27","",true,"","","frederick_rowe,harold_greene","1961-06-05","https://www.oyez.org/cases/1960/180"
1960,"12","367 U.S. 1","Communist Party of the United States v. Subversive Activities Control Board","1960-10-11,1960-10-12","",true,"","","john_abt,joseph_forer,lee_rankin","1961-06-05","https://www.oyez.org/cases/1960/12"
1960,"1","367 U.S. 203","Scales v. United States","1959-04-29","1960-10-10",true,"telford_taylor","","john_davis","1961-06-05","https://www.oyez.org/cases/1960/1"
1960,"9","367 U.S. 290","Noto v. United States","1960-10-10,1960-10-11","",true,"","","john_abt,john_davis,kevin_maroney","1961-06-05","https://www.oyez.org/cases/1960/9"
1960,"151,169","367 U.S. 303","Jarecki v. G. D. Searle & Company","1961-03-21,1961-03-22","",true,"","","isaac_barnett,walter_cummings,wayne_barnett","1961-06-12","https://www.oyez.org/cases/1960/151"
1960,"492","367 U.S. 316","Civil Aeronautics Board v. Delta Air Lines, Inc.","1961-04-27","",true,"","","albert_grisard,john_davis,r_maurer","1961-06-12","https://www.oyez.org/cases/1960/492"
1960,"478","367 U.S. 348","Horton v. Liberty Mutual Insurance Company","1961-05-03","",true,"","","howell_cobb,joe_tonahill,william_vandercreek","1961-06-12","https://www.oyez.org/cases/1960/478"
1960,"486","367 U.S. 364","Gori v. United States","1961-05-03","",true,"","","beatrice_rosenberg,harry_rand","1961-06-12","https://www.oyez.org/cases/1960/486"
1960,"392","367 U.S. 374","United States v. Shimer","1961-04-27","",true,"","","wayne_barnett","1961-06-12","https://www.oyez.org/cases/1960/392"
1960,"495","367 U.S. 389","Communist Party, U. S. A. v. Catherwood","1961-05-04","",true,"","","john_abt,julius_sackman","1961-06-12","https://www.oyez.org/cases/1960/495"
1960,"315","367 U.S. 396","Power Reactor Development Company v. International Union of Electrical, Radio and Machine Workers, AFL-CIO","1961-04-26,1961-04-27","",true,"","","archibald_cox,benjamin_sigal,graham_claytor","1961-06-12","https://www.oyez.org/cases/1960/315"
1960,"238","367 U.S. 421","Lott v. United States","1961-04-18","",true,"","","bruce_terris,c_wellen","1961-06-12","https://www.oyez.org/cases/1960/238"
1960,"181","367 U.S. 433","Reck v. Pate","1961-04-19","",true,"","","donald_moore,william_wines","1961-06-12","https://www.oyez.org/cases/1960/181"
1960,"233","367 U.S. 456","Deutch v. United States","1961-03-22,1961-03-23","",true,"","","henry_sawyer,kevin_maroney","1961-06-12","https://www.oyez.org/cases/1960/233"
1960,"685","367 U.S. 486","Conner v. Simler","","",false,"","","","1961-06-12","https://www.oyez.org/cases/1960/685"
1960,"373","367 U.S. 488","Torcaso v. Watkins","1961-04-24","",true,"lawrence_speiser,leo_pfeffer","joseph_kaufman,thomas_finan","","1961-06-19","https://www.oyez.org/cases/1960/373"
1960,"60","367 U.S. 497","Poe v. Ullman","1961-03-01,1961-03-02","",true,"","","fowler_harper,harriet_pilpel,raymond_cannon","1961-06-19","https://www.oyez.org/cases/1960/60"
1960,"122","367 U.S. 556","Piemonte v. United States","1961-03-21","",true,"","","melvin_blewis,melvin_lewis,theodore_gilinsky","1961-06-19","https://www.oyez.org/cases/1960/122"
1960,"161","367 U.S. 568","Culombe v. Connecticut","1961-01-19","",true,"","","alexander_goldfarb,john_labelle","1961-06-19","https://www.oyez.org/cases/1960/161"
1960,"236","367 U.S. 643","Mapp v. Ohio","1961-03-29","",true,"","","a_kearns,bernard_berkman,gertrude_mahon","1961-06-19","https://www.oyez.org/cases/1960/236"
1960,"288","367 U.S. 687","American Automobile Association v. United States","1961-04-17","",true,"","","fleming_bomar,louis_oberdorfer","1961-06-19","https://www.oyez.org/cases/1960/288"
1960,"225","367 U.S. 717","Marcus v. Search Warrant of Property at 104 East Tenth Street, Kansas City, Missouri","1961-03-30","",true,"","","fred_howard,sidney_glazer","1961-06-19","https://www.oyez.org/cases/1960/225"
1960,"200","367 U.S. 820","Lathrop v. Donohue","1961-01-18","",true,"","","gordon_sinykin,john_reynolds,leon_isaksen,trayton_lathrop","1961-06-19","https://www.oyez.org/cases/1960/200"
1960,"97","367 U.S. 886","Cafeteria & Restaurant Workers v. McElroy","1961-01-12","",true,"","","bernard_dunau,john_davis","1961-06-19","https://www.oyez.org/cases/1960/97"
1960,"6","369 U.S. 186","Baker v. Carr","1961-04-19,1961-04-20","1961-10-09",true,"charles_rhyne,z_osborn","jack_wilson,james_glasgow","archibald_cox","1962-03-26","https://www.oyez.org/cases/1960/6"
1961,"16","368 U.S. 20","Roper v. United States","1961-10-12,1961-10-16","",true,"","","leavenworth_colby,sidney_kelsey","1961-11-06","https://www.oyez.org/cases/1961/16"
1961,"30","368 U.S. 25","Martin v. Walton","1961-10-17","",true,"","","donald_lysaught,howard_payne","1961-11-06","https://www.oyez.org/cases/1961/30"
1961,"48","368 U.S. 35","Still v. Norfolk & Western Railway Company","1961-10-19","",true,"","","joseph_sanders,sidney_sachs","1961-11-13","https://www.oyez.org/cases/1961/48"
1961,"32","368 U.S. 52","Hamilton v. Alabama","1961-10-17","",true,"","","constance_motley,george_mentz","1961-11-13","https://www.oyez.org/cases/1961/32"
1961,"31","368 U.S. 57","Hoyt v. Florida","1961-10-19","",true,"","","george_georgieff,herbert_ehrmann","1961-11-20","https://www.oyez.org/cases/1961/31"
1961,"15","368 U.S. 71","Western Union Telegraph Company v. Pennsylvania","1961-10-12","",true,"john_buchanan","jere_creskoff","ruth_toch","1961-12-04","https://www.oyez.org/cases/1961/15"
1961,"17","368 U.S. 81","Interstate Commerce Commission v. J-T Transport Company, Inc.","1961-10-17,1961-10-18","",true,"","","franklin_taylor,james_wrape,richard_solomon,robert_ginnane,roland_rice","1961-12-04","https://www.oyez.org/cases/1961/17"
1961,"58","368 U.S. 139","Hodges v. United States","1961-11-13","",true,"quinn_oconnell","beatrice_rosenberg","","1961-12-04","https://www.oyez.org/cases/1961/58"
1961,"25","368 U.S. 146","Federal Land Bank of Wichita v. Board of County Commissioners of Kiowa County, Kansas","1961-10-16","",true,"","","unknown_advocate","1961-12-11","https://www.oyez.org/cases/1961/25"
1961,"26,27,28","368 U.S. 157","Garner v. Louisiana","1961-10-18,1961-10-19","",true,"jack_greenberg","john_ward","","1961-12-11","https://www.oyez.org/cases/1961/26"
1961,"47","368 U.S. 208","St. Regis Paper Company v. United States","1961-11-09","",true,"","","archibald_cox,horace_lamb","1961-12-11","https://www.oyez.org/cases/1961/47"
1961,"7","368 U.S. 231","Killian v. United States","1961-10-10","",true,"basil_pollitt,david_rothstein","kevin_maroney","","1961-12-11","https://www.oyez.org/cases/1961/7"
1961,"72","368 U.S. 278","Cramp v. Board of Public Instruction or Orange County","1961-10-16","",true,"","","j_wells,tobias_simon","1961-12-11","https://www.oyez.org/cases/1961/72"
1961,"52","368 U.S. 291","United States v. Union Central Life Insurance Company","1961-11-07","",true,"","","henry_kutz,william_butler","1961-12-18","https://www.oyez.org/cases/1961/52"
1961,"42","368 U.S. 297","Campbell v. Hussey","1961-11-14,1961-11-15","",true,"denmark_groover,hughel_harrison","homer_durden","sherman_cohn","1961-12-18","https://www.oyez.org/cases/1961/42"
1961,"37","368 U.S. 318","National Labor Relations Board v. Ochoa Fertilizer Corporation","1961-11-16","",true,"","","archibald_cox","1961-12-18","https://www.oyez.org/cases/1961/37"
1961,"41","368 U.S. 324","A. L. Mechling Barge Lines, Inc. v. United States","1961-11-08,1961-11-09","",true,"","","daniel_friedman,donald_tolmie,edward_hayes","1961-12-18","https://www.oyez.org/cases/1961/41"
1961,"60","368 U.S. 337","Turnbow v. Commissioner of Internal Revenue","1961-11-15,1961-11-16","",true,"","","francis_marshall,wayne_barnett","1961-12-18","https://www.oyez.org/cases/1961/60"
1961,"75","368 U.S. 345","Venus v. United States","1961-12-14","",true,"","","hayden_covington,jerome_feit","1961-12-18","https://www.oyez.org/cases/1961/75"
1961,"62","368 U.S. 351","Seymour v. Superintendent of Washington State Penitentiary","1961-12-13","",true,"","","glen_wilkinson,stephen_way","1962-01-15","https://www.oyez.org/cases/1961/62"
1961,"74","368 U.S. 360","Federal Trade Commission v. Henry Broch & Company","1961-11-16","",true,"","","archibald_cox,frederick_rowe","1962-01-15","https://www.oyez.org/cases/1961/74"
1961,"23","368 U.S. 370","United States v. Drum","1961-10-11,1961-10-12","",true,"","","charles_iden,robert_ginnane,roland_rice,william_peterson","1962-01-15","https://www.oyez.org/cases/1961/23"
1961,"38","368 U.S. 400","NLRB v. Las Vegas Sand & Gravel Corp.","","",false,"","","","1962-01-15","https://www.oyez.org/cases/1961/38"
1961,"39","368 U.S. 401","NLRB v. Plumbers","","",false,"","","","1962-01-15","https://www.oyez.org/cases/1961/39"
1961,"66","368 U.S. 403","Blau v. Lehman","1961-12-12,1961-12-13","",true,"","","allan_conwill,morris_levy","1962-01-22","https://www.oyez.org/cases/1961/66"
1961,"68","368 U.S. 424","Hill v. United States","1961-12-05","",true,"","","curtis_reitz,julia_cooper","1962-01-22","https://www.oyez.org/cases/1961/68"
1961,"571","368 U.S. 436","Nostrand v. Little","","",false,"","","","1962-01-22","https://www.oyez.org/cases/1961/571"
1961,"63","368 U.S. 443","Chewning v. Cunningham","1961-12-04,1961-12-05","",true,"","","daniel_meador,reno_harp","1962-02-19","https://www.oyez.org/cases/1961/63"
1961,"56","368 U.S. 448","Oyler v. Boles","1961-12-04","",true,"","","david_ginsburg,george_mitchell","1962-02-19","https://www.oyez.org/cases/1961/56"
1961,"45","368 U.S. 464","Poller v. Columbia Broadcasting System, Inc.","1961-11-13,1961-11-14","",true,"","","morris_wolf,samuel_rosenman","1962-02-19","https://www.oyez.org/cases/1961/45"
1961,"69","368 U.S. 487","Machibroda v. United States","1961-12-05","",true,"","","curtis_reitz,julia_cooper","1962-02-19","https://www.oyez.org/cases/1961/69"
1961,"33","368 U.S. 502","Charles Dowd Box Company, Inc. v. Courtney","1961-11-07","",true,"","","david_feller,george_mason","1962-02-19","https://www.oyez.org/cases/1961/33"
1961,"59","369 U.S. 1","Richards v. United States","1961-11-15","",true,"","","richard_medalie,truman_rucker,w_patterson","1962-02-26","https://www.oyez.org/cases/1961/59"
1961,"73","369 U.S. 17","Retail Clerks International Association, Local Unions","1962-01-17","",true,"","","merrit_green,sg_lippman","1962-02-26","https://www.oyez.org/cases/1961/73"
1961,"643","369 U.S. 31","Bailey v. Patterson","","",false,"","","","1962-02-26","https://www.oyez.org/cases/1961/643"
1961,"83","369 U.S. 38","Simonson v. Granquist","1962-01-18","",true,"","","donald_schmechel,fred_granata,richard_medalie","1962-03-05","https://www.oyez.org/cases/1961/83"
1961,"2","369 U.S. 45","Metlakatla Indians v. Egan","1961-12-13,1961-12-14","",false,"richard_schifter","avrum_gross,ralph_moody","oscar_davis","1962-03-05","https://www.oyez.org/cases/1961/2_0"
1961,"3,2","369 U.S. 60","Organized Village of Kake v. Egan","1961-12-13,1961-12-14","",true,"john_cragun","avrum_gross,ralph_moody","oscar_davis","1962-03-05","https://www.oyez.org/cases/1961/3"
1961,"81","369 U.S. 84","Griggs v. Allegheny County","1962-01-16","",true,"","","maurice_louik,william_blair","1962-03-05","https://www.oyez.org/cases/1961/81"
1961,"50","369 U.S. 95","Local 174, Teamsters, Chauffeurs, Warehousemen & Helpers of America v. Lucas Flour Company","1961-11-07,1961-11-08","",true,"","","francis_hoague,stuart_oles","1962-03-05","https://www.oyez.org/cases/1961/50"
1961,"36","369 U.S. 111","Public Affairs Associates, Inc. v. Rickover","1961-11-06,1961-11-07","",true,"","","harry_rosenfield,joseph_mcdonald","1962-03-05","https://www.oyez.org/cases/1961/36"
1961,"21,93","369 U.S. 121","DiBella v. United States","1962-01-16,1962-01-17","",true,"","","bruce_terris,jerome_lewis,joseph_manners","1962-03-19","https://www.oyez.org/cases/1961/21"
1961,"61","369 U.S. 134","United Gas Pipe Line Company v. Ideal Cement Company","1961-12-13","",true,"","","charles_rhyne,dixie_beggs,james_white","1962-03-19","https://www.oyez.org/cases/1961/61"
1961,"64,65","369 U.S. 141","Fong Foo v. United States","1962-01-16","",true,"arthur_richenthal","archibald_cox","","1962-03-19","https://www.oyez.org/cases/1961/64"
1961,"234","369 U.S. 147","Benz v. New York State Thruway Authority","1962-02-28,1962-03-01","",true,"","","lauren_rachlin","1962-03-19","https://www.oyez.org/cases/1961/234"
1961,"14","369 U.S. 153","Kesler v. Dept. Of Public Safety","1961-10-10","",true,"e_skeen","gordon_madsen","","1962-03-26","https://www.oyez.org/cases/1961/14"
1961,"84","369 U.S. 350","Turner v. City of Memphis","1962-02-27","",true,"","","constance_motley,frank_gianotti,john_heiskell","1962-03-16","https://www.oyez.org/cases/1961/84"
