term,caseTitle,docket,dateArgument,url,file,notes
"1979","United States v. Havens","79-305","1980-03-19","https://www.supremecourt.gov/pdfs/transcripts/1979/79-305_03-19-1980.pdf","/sources/scotus/transcripts/1979/79-305_1980-03-19.pdf",""
"1979","Texas v. New Mexico","65-orig","1980-03-24","https://www.supremecourt.gov/pdfs/transcripts/1979/65_Orig_03-24-1980.pdf","/sources/scotus/transcripts/1979/65-orig_1980-03-24.pdf",""
"1979","Andrus v. Glover Constr. Co.","79-48","1980-03-24","https://www.supremecourt.gov/pdfs/transcripts/1979/79-48_03-24-1980.pdf","/sources/scotus/transcripts/1979/79-48_1980-03-24.pdf",""
"1979","Adams v. Texas","79-5175","1980-03-24","https://www.supremecourt.gov/pdfs/transcripts/1979/79-5175_03-24-1980.pdf","/sources/scotus/transcripts/1979/79-5175_1980-03-24.pdf",""
"1979","Bryant v. Yellen","79-421","1980-03-25","https://www.supremecourt.gov/pdfs/transcripts/1979/79-421_79-425_79-435_03-25-1980.pdf","/sources/scotus/transcripts/1979/79-421_1980-03-25.pdf",""
"1979","General Telephone Co. of Northwest v. EEOC","79-488","1980-03-25","https://www.supremecourt.gov/pdfs/transcripts/1979/79-488_03-25-1980.pdf","/sources/scotus/transcripts/1979/79-488_1980-03-25.pdf",""
"1979","Brown v. Louisiana","79-5364","1980-03-25","https://www.supremecourt.gov/pdfs/transcripts/1979/79-5364_03-25-1980.pdf","/sources/scotus/transcripts/1979/79-5364_1980-03-25.pdf",""
"1979","Mohasco Corp. v. Silver","79-616","1980-03-25","https://www.supremecourt.gov/pdfs/transcripts/1979/79-616_03-25-1980.pdf","/sources/scotus/transcripts/1979/79-616_1980-03-25.pdf",""
"1979","United States v. Sioux Nation","79-639","1980-03-25","https://www.supremecourt.gov/pdfs/transcripts/1979/79-639_03-25-1980.pdf","/sources/scotus/transcripts/1979/79-639_1980-03-25.pdf",""
"1979","Hicks v. Oklahoma","78-6885","1980-03-26","https://www.supremecourt.gov/pdfs/transcripts/1979/78-6885_03-26-1980.pdf","/sources/scotus/transcripts/1979/78-6885_1980-03-26.pdf",""
"1979","United States v. Salvucci","79-244","1980-03-26","https://www.supremecourt.gov/pdfs/transcripts/1979/79-244_03-26-1980.pdf","/sources/scotus/transcripts/1979/79-244_1980-03-26.pdf",""
"1979","General Telephone Co. of Northwest v. EEOC","79-488","1980-03-26","https://www.supremecourt.gov/pdfs/transcripts/1979/79-488_03-26-1980.pdf","/sources/scotus/transcripts/1979/79-488_1980-03-26.pdf",""
"1979","Rawlings v. Kentucky","79-5146","1980-03-26","https://www.supremecourt.gov/pdfs/transcripts/1979/79-5146_03-26-1980.pdf","/sources/scotus/transcripts/1979/79-5146_1980-03-26.pdf",""
"1979","United States v. Mendenhall","78-1821","1980-02-19","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1821_02-19-1980.pdf","/sources/scotus/transcripts/1979/78-1821_1980-02-19.pdf",""
"1979","New York Gaslight Club, Inc. v. Carey","79-192","1980-02-19","https://www.supremecourt.gov/pdfs/transcripts/1979/79-192_02-19-1980.pdf","/sources/scotus/transcripts/1979/79-192_1980-02-19.pdf",""
"1979","Supreme Court of Va. v. Consumers Union of United States, Inc.","79-198","1980-02-19","https://www.supremecourt.gov/pdfs/transcripts/1979/79-198_02-19-1980.pdf","/sources/scotus/transcripts/1979/79-198_1980-02-19.pdf",""
"1979","Richmond Newspapers, Inc. v. Virginia","79-243","1980-02-19","https://www.supremecourt.gov/pdfs/transcripts/1979/79-243_02-19-1980.pdf","/sources/scotus/transcripts/1979/79-243_1980-02-19.pdf",""
"1979","United States v. Payner","78-1729","1980-02-20","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1729_02-20-1980.pdf","/sources/scotus/transcripts/1979/78-1729_1980-02-20.pdf",""
"1979","Cuyler v. Sullivan","78-1832","1980-02-20","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1832_02-20-1980.pdf","/sources/scotus/transcripts/1979/78-1832_1980-02-20.pdf",""
"1979","Beck v. Alabama","78-6621","1980-02-20","https://www.supremecourt.gov/pdfs/transcripts/1979/78-6621_02-20-1980.pdf","/sources/scotus/transcripts/1979/78-6621_1980-02-20.pdf",""
"1979","Godfrey v. Georgia","78-6899","1980-02-20","https://www.supremecourt.gov/pdfs/transcripts/1979/78-6899_02-20-1980.pdf","/sources/scotus/transcripts/1979/78-6899_1980-02-20.pdf",""
"1979","Andrus v. Idaho","79-260","1980-02-25","https://www.supremecourt.gov/pdfs/transcripts/1979/79-260_02-25-1980.pdf","/sources/scotus/transcripts/1979/79-260_1980-02-25.pdf",""
"1979","Wengler v. Druggists Mut. Ins. Co.","79-381","1980-02-25","https://www.supremecourt.gov/pdfs/transcripts/1979/79-381_02-25-1980.pdf","/sources/scotus/transcripts/1979/79-381_1980-02-25.pdf",""
"1979","Aaron v. SEC","79-66","1980-02-25","https://www.supremecourt.gov/pdfs/transcripts/1979/79-66_02-25-1980.pdf","/sources/scotus/transcripts/1979/79-66_1980-02-25.pdf",""
"1979","United States v. Raddatz","79-8","1980-02-25","https://www.supremecourt.gov/pdfs/transcripts/1979/79-8_02-25-1980.pdf","/sources/scotus/transcripts/1979/79-8_1980-02-25.pdf",""
"1979","American Export Lines, Inc. v. Alvez","79-1","1980-02-26","https://www.supremecourt.gov/pdfs/transcripts/1979/79-1_02-26-1980.pdf","/sources/scotus/transcripts/1979/79-1_1980-02-26.pdf",""
"1979","United States v. Ward","79-394","1980-02-26","https://www.supremecourt.gov/pdfs/transcripts/1979/79-394_02-26-1980.pdf","/sources/scotus/transcripts/1979/79-394_1980-02-26.pdf",""
"1979","Board of Regents of Univ. of State of N.Y. v. Tomanio","79-424","1980-02-26","https://www.supremecourt.gov/pdfs/transcripts/1979/79-424_02-26-1980.pdf","/sources/scotus/transcripts/1979/79-424_1980-02-26.pdf",""
"1979","Walter v. United States","79-67","1980-02-26","https://www.supremecourt.gov/pdfs/transcripts/1979/79-67_79-148_02-26-1980.pdf","/sources/scotus/transcripts/1979/79-67_1980-02-26.pdf",""
"1979","Busic v. United States","78-6020","1980-02-27","https://www.supremecourt.gov/pdfs/transcripts/1979/78-6020_78-6029_02-27-1980.pdf","/sources/scotus/transcripts/1979/78-6020_1980-02-27.pdf",""
"1979","Bifulco v. United States","79-5010","1980-02-27","https://www.supremecourt.gov/pdfs/transcripts/1979/79-5010_02-27-1980.pdf","/sources/scotus/transcripts/1979/79-5010_1980-02-27.pdf",""
"1979","Coffy v. Republic Steel Corp.","79-81","1980-02-27","https://www.supremecourt.gov/pdfs/transcripts/1979/79-81_02-27-1980.pdf","/sources/scotus/transcripts/1979/79-81_1980-02-27.pdf",""
"1979","Carlson v. Green","78-1261","1980-01-07","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1261_01-07-1980.pdf","/sources/scotus/transcripts/1979/78-1261_1980-01-07.pdf",""
"1979","Nachman Corp. v. Pension Benefit Guaranty Corporation","78-1557","1980-01-07","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1557_01-07-1980.pdf","/sources/scotus/transcripts/1979/78-1557_1980-01-07.pdf",""
"1979","Lewis v. United States","78-1595","1980-01-07","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1595_01-07-1980.pdf","/sources/scotus/transcripts/1979/78-1595_1980-01-07.pdf",""
"1979","Rummel v. Estelle","78-6386","1980-01-07","https://www.supremecourt.gov/pdfs/transcripts/1979/78-6386_01-07-1980.pdf","/sources/scotus/transcripts/1979/78-6386_1980-01-07.pdf",""
"1979","Owen v. Independence","78-1779","1980-01-08","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1779_01-08-1980.pdf","/sources/scotus/transcripts/1979/78-1779_1980-01-08.pdf",""
"1979","Illinois v. Vitale","78-1845","1980-01-08","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1845_01-08-1980.pdf","/sources/scotus/transcripts/1979/78-1845_1980-01-08.pdf",""
"1979","Walker v. Armco Steel Corp.","78-1862","1980-01-08","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1862_01-08-1980.pdf","/sources/scotus/transcripts/1979/78-1862_1980-01-08.pdf",""
"1979","Jenkins v. Anderson","78-6809","1980-01-08","https://www.supremecourt.gov/pdfs/transcripts/1979/78-6809_01-08-1980.pdf","/sources/scotus/transcripts/1979/78-6809_1980-01-08.pdf",""
"1979","Whirlpool Corp. v. Marshall","78-1870","1980-01-09","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1870_01-09-1980.pdf","/sources/scotus/transcripts/1979/78-1870_1980-01-09.pdf",""
"1979","Massachusetts v. Meehan","78-1874","1980-01-09","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1874_01-09-1980.pdf","/sources/scotus/transcripts/1979/78-1874_1980-01-09.pdf",""
"1979","Maher v. Gagne","78-1888","1980-01-09","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1888_01-09-1980.pdf","/sources/scotus/transcripts/1979/78-1888_1980-01-09.pdf",""
"1979","White Mountain Apache Tribe v. Bracker","78-1177","1980-01-14","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1177_01-14-1980.pdf","/sources/scotus/transcripts/1979/78-1177_1980-01-14.pdf",""
"1979","Central Machinery Co. v. Arizona Tax Comm'n","78-1604","1980-01-14","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1604_01-14-1980.pdf","/sources/scotus/transcripts/1979/78-1604_1980-01-14.pdf",""
"1979","Roberts v. United States","78-1793","1980-01-14","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1793_01-14-1980.pdf","/sources/scotus/transcripts/1979/78-1793_1980-01-14.pdf",""
"1979","Curtiss-Wright Corp. v. General Elec. Co.","79-105","1980-01-14","https://www.supremecourt.gov/pdfs/transcripts/1979/79-105_01-14-1980.pdf","/sources/scotus/transcripts/1979/79-105_1980-01-14.pdf",""
"1979","Sears, Roebuck & Co. v. County of Los Angeles","78-1577","1980-01-15","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1577_01-15-1980.pdf","/sources/scotus/transcripts/1979/78-1577_1980-01-15.pdf",""
"1979","Roberts v. United States","78-1793","1980-01-15","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1793_01-15-1980.pdf","/sources/scotus/transcripts/1979/78-1793_1980-01-15.pdf",""
"1979","Andrus v. Shell Oil Co.","78-1815","1980-01-15","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1815_01-15-1980.pdf","/sources/scotus/transcripts/1979/78-1815_1980-01-15.pdf",""
"1979","Lewis v. BT Investment Managers, Inc.","79-45","1980-01-15","https://www.supremecourt.gov/pdfs/transcripts/1979/79-45_01-15-1980.pdf","/sources/scotus/transcripts/1979/79-45_1980-01-15.pdf",""
"1979","Harrison v. PPG Industries, Inc.","78-1918","1980-01-16","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1918_01-16-1980.pdf","/sources/scotus/transcripts/1979/78-1918_1980-01-16.pdf",""
"1979","United States v. Henry","79-121","1980-01-16","https://www.supremecourt.gov/pdfs/transcripts/1979/79-121_01-16-1980.pdf","/sources/scotus/transcripts/1979/79-121_1980-01-16.pdf",""
"1979","California Retail Liquor Dealers Assn. v. Midcal Aluminum, Inc.","79-97","1980-01-16","https://www.supremecourt.gov/pdfs/transcripts/1979/79-97_01-16-1980.pdf","/sources/scotus/transcripts/1979/79-97_1980-01-16.pdf",""
"1979","Ohio v. Kentucky","27-orig","1979-12-03","https://www.supremecourt.gov/pdfs/transcripts/1979/27_Orig_12-03-1979.pdf","/sources/scotus/transcripts/1979/27-orig_1979-12-03.pdf",""
"1979","Boeing Co. v. Van Gemert","78-1327","1979-12-03","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1327_12-03-1979.pdf","/sources/scotus/transcripts/1979/78-1327_1979-12-03.pdf",""
"1979","United States v. Mitchell","78-1756","1979-12-03","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1756_12-03-1979.pdf","/sources/scotus/transcripts/1979/78-1756_1979-12-03.pdf",""
"1979","United States v. Apfelbaum","78-972","1979-12-03","https://www.supremecourt.gov/pdfs/transcripts/1979/78-972_12-03-1979.pdf","/sources/scotus/transcripts/1979/78-972_1979-12-03.pdf",""
"1979","Bloomer v. Liberty Mut. Ins. Co.","78-1418","1979-12-04","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1418_12-04-1979.pdf","/sources/scotus/transcripts/1979/78-1418_1979-12-04.pdf",""
"1979","United States v. Gillock","78-1455","1979-12-04","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1455_12-04-1979.pdf","/sources/scotus/transcripts/1979/78-1455_1979-12-04.pdf",""
"1979","Ford Motor Credit Co. v. Milhollin","78-1487","1979-12-04","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1487_12-04-1979.pdf","/sources/scotus/transcripts/1979/78-1487_1979-12-04.pdf",""
"1979","Branti v. Finkel","78-1654","1979-12-04","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1654_12-04-1979.pdf","/sources/scotus/transcripts/1979/78-1654_1979-12-04.pdf",""
"1979","Vitek v. Jones","78-1155","1979-12-05","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1155_12-05-1979.pdf","/sources/scotus/transcripts/1979/78-1155_1979-12-05.pdf",""
"1979","Hatzlachh Supply Co. v. United States","78-1175","1979-12-05","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1175_12-05-1979.pdf","/sources/scotus/transcripts/1979/78-1175_1979-12-05.pdf",""
"1979","Costle v. Pacific Legal Foundation","78-1472","1979-12-05","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1472_12-05-1979.pdf","/sources/scotus/transcripts/1979/78-1472_1979-12-05.pdf",""
"1979","Andrus v. Utah","78-1522","1979-12-05","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1522_12-05-1979.pdf","/sources/scotus/transcripts/1979/78-1522_1979-12-05.pdf",""
"1979","Carbon Fuel Co. v. Mine Workers","78-1183","1979-11-05","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1183_11-05-1979.pdf","/sources/scotus/transcripts/1979/78-1183_1979-11-05.pdf",""
"1979","Chiarella v. United States","78-1202","1979-11-05","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1202_11-05-1979.pdf","/sources/scotus/transcripts/1979/78-1202_1979-11-05.pdf",""
"1979","Martinez v. California","78-1268","1979-11-05","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1268_11-05-1979.pdf","/sources/scotus/transcripts/1979/78-1268_1979-11-05.pdf",""
"1979","Norfolk & Western R. Co. v. Liepelt","78-1323","1979-11-05","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1323_11-05-1979.pdf","/sources/scotus/transcripts/1979/78-1323_1979-11-05.pdf",""
"1979","Brown v. Glines","78-1006","1979-11-06","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1006_11-06-1979.pdf","/sources/scotus/transcripts/1979/78-1006_1979-11-06.pdf",""
"1979","O'Bannon v. Town Court Nursing Center","78-1318","1979-11-06","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1318_11-06-1979.pdf","/sources/scotus/transcripts/1979/78-1318_1979-11-06.pdf",""
"1979","McLain v. Real Estate Bd. of New Orleans, Inc.","78-1501","1979-11-06","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1501_11-06-1979.pdf","/sources/scotus/transcripts/1979/78-1501_1979-11-06.pdf",""
"1979","Secretary of Navy v. Huff","78-599","1979-11-06","https://www.supremecourt.gov/pdfs/transcripts/1979/78-599_11-06-1979.pdf","/sources/scotus/transcripts/1979/78-599_1979-11-06.pdf",""
"1979","Stafford v. Briggs","77-1546","1979-11-07","https://www.supremecourt.gov/pdfs/transcripts/1979/77-1546_11-07-1979.pdf","/sources/scotus/transcripts/1979/77-1546_1979-11-07.pdf",""
"1979","Mobil Oil Corp. v. Commissioner of Taxes of Vt.","78-1201","1979-11-07","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1201_11-07-1979.pdf","/sources/scotus/transcripts/1979/78-1201_1979-11-07.pdf",""
"1979","Colby v. Driver","78-303","1979-11-07","https://www.supremecourt.gov/pdfs/transcripts/1979/78-303_11-07-1979.pdf","/sources/scotus/transcripts/1979/78-303_1979-11-07.pdf",""
"1979","United States v. Bailey","78-990","1979-11-07","https://www.supremecourt.gov/pdfs/transcripts/1979/78-990_11-07-1979.pdf","/sources/scotus/transcripts/1979/78-990_1979-11-07.pdf",""
"1979","Idaho ex rel. Evans v. Oregon","67-orig","1979-11-26","https://www.supremecourt.gov/pdfs/transcripts/1979/67_Orig_11-26-1979.pdf","/sources/scotus/transcripts/1979/67-orig_1979-11-26.pdf",""
"1979","Baldasar v. Illinois","77-6219","1979-11-26","https://www.supremecourt.gov/pdfs/transcripts/1979/77-6219_11-26-1979.pdf","/sources/scotus/transcripts/1979/77-6219_1979-11-26.pdf",""
"1979","United States v. Euge","78-1453","1979-11-26","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1453_11-26-1979.pdf","/sources/scotus/transcripts/1979/78-1453_1979-11-26.pdf",""
"1979","Ohio v. Roberts","78-756","1979-11-26","https://www.supremecourt.gov/pdfs/transcripts/1979/78-756_11-26-1979.pdf","/sources/scotus/transcripts/1979/78-756_1979-11-26.pdf",""
"1979","Fullilove v. Kreps","78-1007","1979-11-27","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1007_11-27-1979.pdf","/sources/scotus/transcripts/1979/78-1007_1979-11-27.pdf",""
"1979","Committee for Public Ed. and Religious Liberty v. Regan","78-1369","1979-11-27","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1369_11-27-1979.pdf","/sources/scotus/transcripts/1979/78-1369_1979-11-27.pdf",""
"1979","California Brewers Assn. v. Bryant","78-1548","1979-11-27","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1548_11-27-1979.pdf","/sources/scotus/transcripts/1979/78-1548_1979-11-27.pdf",""
"1979","Whalen v. United States","78-5471","1979-11-27","https://www.supremecourt.gov/pdfs/transcripts/1979/78-5471_11-27-1979.pdf","/sources/scotus/transcripts/1979/78-5471_1979-11-27.pdf",""
"1979","GTE Sylvania, Inc. v. Consumers Union of United States, Inc.","78-1248","1979-11-28","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1248_11-28-1979.pdf","/sources/scotus/transcripts/1979/78-1248_1979-11-28.pdf",""
"1979","Vance v. Universal Amusement Co.","78-1588","1979-11-28","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1588_11-28-1979.pdf","/sources/scotus/transcripts/1979/78-1588_1979-11-28.pdf",""
"1979","Seatrain Shipbuilding Corp. v. Shell Oil Co.","78-1651","1979-11-28","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1651_11-28-1979.pdf","/sources/scotus/transcripts/1979/78-1651_1979-11-28.pdf",""
"1979","Whalen v. United States","78-5471","1979-11-28","https://www.supremecourt.gov/pdfs/transcripts/1979/78-5471_11-28-1979.pdf","/sources/scotus/transcripts/1979/78-5471_1979-11-28.pdf",""
"1979","Vaughn v. Vermilion Corp.","77-1819","1979-10-01","https://www.supremecourt.gov/pdfs/transcripts/1979/77-1819_10-01-1979.pdf","/sources/scotus/transcripts/1979/77-1819_1979-10-01.pdf",""
"1979","P.C. Pfeiffer Co. v. Ford","78-425","1979-10-01","https://www.supremecourt.gov/pdfs/transcripts/1979/78-425_10-01-1979.pdf","/sources/scotus/transcripts/1979/78-425_1979-10-01.pdf",""
"1979","Kaiser Aetna v. United States","78-738","1979-10-01","https://www.supremecourt.gov/pdfs/transcripts/1979/78-738_10-01-1979.pdf","/sources/scotus/transcripts/1979/78-738_1979-10-01.pdf",""
"1979","Andrus v. Allard","78-740","1979-10-01","https://www.supremecourt.gov/pdfs/transcripts/1979/78-740_10-01-1979.pdf","/sources/scotus/transcripts/1979/78-740_1979-10-01.pdf",""
"1979","Transamerica Mortgage Advisors, Inc. v. Lewis","77-1645","1979-10-02","https://www.supremecourt.gov/pdfs/transcripts/1979/77-1645_10-02-1979.pdf","/sources/scotus/transcripts/1979/77-1645_1979-10-02.pdf",""
"1979","United States Parole Comm'n v. Geraghty","78-572","1979-10-02","https://www.supremecourt.gov/pdfs/transcripts/1979/78-572_10-02-1979.pdf","/sources/scotus/transcripts/1979/78-572_1979-10-02.pdf",""
"1979","Ferri v. Ackerman","78-5981","1979-10-02","https://www.supremecourt.gov/pdfs/transcripts/1979/78-5981_10-02-1979.pdf","/sources/scotus/transcripts/1979/78-5981_1979-10-02.pdf",""
"1979","Deposit Guaranty Nat. Bank v. Roper","78-904","1979-10-02","https://www.supremecourt.gov/pdfs/transcripts/1979/78-904_10-02-1979.pdf","/sources/scotus/transcripts/1979/78-904_1979-10-02.pdf",""
"1979","United States v. Kubrick","78-1014","1979-10-03","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1014_10-03-1979.pdf","/sources/scotus/transcripts/1979/78-1014_1979-10-03.pdf",""
"1979","World-Wide Volkswagen Corp. v. Woodson","78-1078","1979-10-03","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1078_10-03-1979.pdf","/sources/scotus/transcripts/1979/78-1078_1979-10-03.pdf",""
"1979","Rush v. Savchuk","78-952","1979-10-03","https://www.supremecourt.gov/pdfs/transcripts/1979/78-952_10-03-1979.pdf","/sources/scotus/transcripts/1979/78-952_1979-10-03.pdf",""
"1979","Perrin v. United States","78-959","1979-10-03","https://www.supremecourt.gov/pdfs/transcripts/1979/78-959_10-03-1979.pdf","/sources/scotus/transcripts/1979/78-959_1979-10-03.pdf",""
"1979","Payton v. New York","78-5420","1979-10-09","https://www.supremecourt.gov/pdfs/transcripts/1979/78-5420_78-5421_10-09-1979.pdf","/sources/scotus/transcripts/1979/78-5420_1979-10-09.pdf",""
"1979","Ybarra v. Illinois","78-5937","1979-10-09","https://www.supremecourt.gov/pdfs/transcripts/1979/78-5937_10-09-1979.pdf","/sources/scotus/transcripts/1979/78-5937_1979-10-09.pdf",""
"1979","Washington v. Confederated Tribes of Colville Reservation","78-630","1979-10-09","https://www.supremecourt.gov/pdfs/transcripts/1979/78-630_10-09-1979.pdf","/sources/scotus/transcripts/1979/78-630_1979-10-09.pdf",""
"1979","Board of Ed. of City School Dist. of New York v. Harris","78-873","1979-10-09","https://www.supremecourt.gov/pdfs/transcripts/1979/78-873_10-09-1979.pdf","/sources/scotus/transcripts/1979/78-873_1979-10-09.pdf",""
"1979","City of Rome v. United States","78-1840","1979-10-10","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1840_10-10-1979.pdf","/sources/scotus/transcripts/1979/78-1840_1979-10-10.pdf",""
"1979","National Labor Relations Board v. Yeshiva University","78-857","1979-10-10","https://www.supremecourt.gov/pdfs/transcripts/1979/78-857_78-997_10-10-1979.pdf","/sources/scotus/transcripts/1979/78-857_1979-10-10.pdf",""
"1979","Board of Ed. of City School Dist. of New York v. Harris","78-873","1979-10-10","https://www.supremecourt.gov/pdfs/transcripts/1979/78-873_10-10-1979.pdf","/sources/scotus/transcripts/1979/78-873_1979-10-10.pdf",""
"1979","Industrial Union Dept., AFL CIO v. American Petroleum Institute","78-911","1979-10-10","https://www.supremecourt.gov/pdfs/transcripts/1979/78-911_78-1036_10-10-1979.pdf","/sources/scotus/transcripts/1979/78-911_1979-10-10.pdf",""
"1979","Mobile v. Bolden","77-1844","1979-10-29","https://www.supremecourt.gov/pdfs/transcripts/1979/77-1844_78-357_10-29-1979.pdf","/sources/scotus/transcripts/1979/77-1844_1979-10-29.pdf",""
"1979","Estes v. Metropolitan Branches of the Dallas NAACP","78-253","1979-10-29","https://www.supremecourt.gov/pdfs/transcripts/1979/78-253_78-282_77-283_10-29-1979.pdf","/sources/scotus/transcripts/1979/78-253_1979-10-29.pdf",""
"1979","Trammel v. United States","78-5705","1979-10-29","https://www.supremecourt.gov/pdfs/transcripts/1979/78-5705_10-29-1979.pdf","/sources/scotus/transcripts/1979/78-5705_1979-10-29.pdf",""
"1979","Rhode Island v. Innis","78-1076","1979-10-30","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1076_10-30-1979.pdf","/sources/scotus/transcripts/1979/78-1076_1979-10-30.pdf",""
"1979","Vance v. Terrazas","78-1143","1979-10-30","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1143_10-30-1979.pdf","/sources/scotus/transcripts/1979/78-1143_1979-10-30.pdf",""
"1979","Schaumburg v. Citizens for a Better Environment","78-1335","1979-10-30","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1335_10-30-1979.pdf","/sources/scotus/transcripts/1979/78-1335_1979-10-30.pdf",""
"1979","Trammel v. United States","78-5705","1979-10-30","https://www.supremecourt.gov/pdfs/transcripts/1979/78-5705_10-30-1979.pdf","/sources/scotus/transcripts/1979/78-5705_1979-10-30.pdf",""
"1979","Kissinger v. Reporters Committee for Freedom of the Press et al.","78-1088","1979-10-31","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1088_78-1217_10-31-1979.pdf","/sources/scotus/transcripts/1979/78-1088_1979-10-31.pdf",""
"1979","Forsham v. Harris","78-1118","1979-10-31","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1118_10-31-1979.pdf","/sources/scotus/transcripts/1979/78-1118_1979-10-31.pdf",""
"1979","United States v. Clark","78-1513","1979-10-31","https://www.supremecourt.gov/pdfs/transcripts/1979/78-1513_10-31-1979.pdf","/sources/scotus/transcripts/1979/78-1513_1979-10-31.pdf",""
"1979","United States v. Crews","78-777","1979-10-31","https://www.supremecourt.gov/pdfs/transcripts/1979/78-777_10-31-1979.pdf","/sources/scotus/transcripts/1979/78-777_1979-10-31.pdf",""
"1980","Dames & Moore v. Regan","80-2078","1981-06-24","https://www.supremecourt.gov/pdfs/transcripts/1980/80-2078_06-24-1981.pdf","/sources/scotus/transcripts/1980/80-2078_1981-06-24.pdf",""
"1980","Arkansas Louisiana Gas Co. v. Hall","78-1789","1981-04-20","https://www.supremecourt.gov/pdfs/transcripts/1980/78-1789_04-20-1981.pdf","/sources/scotus/transcripts/1980/78-1789_1981-04-20.pdf",""
"1980","American Express Co. v. Koerner","80-202","1981-04-20","https://www.supremecourt.gov/pdfs/transcripts/1980/80-202_04-20-1981.pdf","/sources/scotus/transcripts/1980/80-202_1981-04-20.pdf",""
"1980","Heffron v. International Soc. for Krishna Consciousness, Inc.","80-795","1981-04-20","https://www.supremecourt.gov/pdfs/transcripts/1980/80-795_04-20-1981.pdf","/sources/scotus/transcripts/1980/80-795_1981-04-20.pdf",""
"1980","First Nat. Maintenance Corp. v. NLRB","80-544","1981-04-21","https://www.supremecourt.gov/pdfs/transcripts/1980/80-544_04-21-1981.pdf","/sources/scotus/transcripts/1980/80-544_1981-04-21.pdf",""
"1980","Postal Service v. Council of Greenburgh Civic Assns.","80-608","1981-04-21","https://www.supremecourt.gov/pdfs/transcripts/1980/80-608_04-21-1981.pdf","/sources/scotus/transcripts/1980/80-608_1981-04-21.pdf",""
"1980","Rowan Cos. v. United States","80-780","1981-04-21","https://www.supremecourt.gov/pdfs/transcripts/1980/80-780_04-21-1981.pdf","/sources/scotus/transcripts/1980/80-780_1981-04-21.pdf",""
"1980","Robbins v. California","80-148","1981-04-27","https://www.supremecourt.gov/pdfs/transcripts/1980/80-148_04-27-1981.pdf","/sources/scotus/transcripts/1980/80-148_1981-04-27.pdf",""
"1980","New York v. Belton","80-328","1981-04-27","https://www.supremecourt.gov/pdfs/transcripts/1980/80-328_04-27-1981.pdf","/sources/scotus/transcripts/1980/80-328_1981-04-27.pdf",""
"1980","United States v. Turkette","80-808","1981-04-27","https://www.supremecourt.gov/pdfs/transcripts/1980/80-808_04-27-1981.pdf","/sources/scotus/transcripts/1980/80-808_1981-04-27.pdf",""
